index,Date,vfinx,hsi,n225,pesi,ks11,jkse,msci,vgk,vwo,iemg,eem,emb,ibcx,spsk,asia,hydb,tlt
44,2002-01-02,74.2181396484375,11350.849609375,10347.2802734375,13.5,724.950012207031,383.446624755859,,,,,,,,,,,
45,2002-02-01,72.1834106445313,10691.25,9791.4296875,15.0500001907349,742.419982910156,454.2685546875,,,,,,,,,,,
46,2002-03-01,72.9011611938477,10425.3095703125,10812.0,12.9499998092651,742.419982910156,452.148559570313,,,,,,,,,,,
47,2002-04-01,73.9033355712891,10425.3095703125,11028.7001953125,16.6499996185303,875.830017089844,486.653564453125,,,,,,,,,,,
48,2002-05-01,70.0883483886719,10425.3095703125,11552.7900390625,15.6499996185303,875.830017089844,534.7041015625,,,,,,,,,,,
49,2002-05-31,68.9424285888672,10425.3095703125,11552.7900390625,14.75,875.830017089844,534.7041015625,,,,,,,,,,,
50,2002-07-01,62.6462135314941,10425.3095703125,10595.4404296875,13.6499996185303,875.830017089844,492.251373291016,,,,,,,,,,,
51,2002-08-01,57.33984375,10180.01953125,9793.509765625,14.0500001907349,707.799987792969,461.269317626953,,,,,,,,,,,43.4102096557617
52,2002-09-02,57.33984375,9896.98046875,9521.6298828125,14.0500001907349,751.97998046875,439.975952148438,,,,,,,,,,,43.4102096557617
53,2002-10-01,55.108707427978494,9896.98046875,9162.259765625,12.25,652.130004882813,407.505889892578,,,,,,,,,,,46.8949546813965
54,2002-11-01,58.6291046142578,9407.6796875,8685.7197265625,12.6000003814697,647.650024414063,371.124969482422,,,,,,,,,,,45.5384979248047
55,2002-12-02,60.9174118041992,10205.16015625,9174.4697265625,12.3500003814697,730.159973144531,389.258422851563,,,,,,,,,,,45.3527717590332
56,2003-01-02,59.3468399047852,9365.51953125,9174.4697265625,12.6499996185303,635.169982910156,409.112854003906,,,,,,,,,,,46.1366844177246
57,2003-01-31,55.9216499328613,9365.51953125,9174.4697265625,11.75,635.169982910156,409.112854003906,,,,,,,,,,,47.0885276794434
58,2003-02-28,55.0724029541016,9365.51953125,9174.4697265625,10.8500003814697,635.169982910156,409.112854003906,,,,,,,,,,,48.5470237731934
59,2003-04-01,56.2943115234375,8596.8896484375,7986.72021484375,10.0,538.559997558594,398.043182373047,,,,,,,,,,,47.7481880187988
60,2003-05-01,60.1585502624512,8596.8896484375,7863.2900390625,9.94999980926514,538.559997558594,452.1845703125,,,,,8.45797443389893,,,,,,48.4098587036133
61,2003-06-02,63.5823822021484,9637.5302734375,8547.169921875,9.89999961853027,648.710021972656,505.708984375,,,,,9.33243846893311,,,,,,51.0663986206055
62,2003-07-01,64.6737442016602,9637.5302734375,9278.490234375,9.25,674.75,505.648986816406,,,,,9.75920295715332,,,,,,50.2643280029297
63,2003-08-01,64.6025009155273,10248.599609375,9611.669921875,10.5500001907349,727.260009765625,508.687896728516,,,,,10.2246160507202,,,,,,45.438907623291
64,2003-09-01,64.6025009155273,10903.400390625,10670.1796875,10.5500001907349,764.109985351563,534.321105957031,,,,,10.2246160507202,,,,,,45.438907623291
65,2003-10-01,67.2930755615234,10903.400390625,10361.240234375,8.94999980926514,704.289978027344,606.02099609375,,,,,11.2327470779419,,,,,,48.6155242919922
66,2003-10-31,69.5323791503906,10903.400390625,10361.240234375,11.4499998092651,704.289978027344,606.02099609375,,,,,11.9501895904541,,,,,,47.3212394714356
67,2003-12-01,70.9203033447266,12456.990234375,10403.26953125,11.0,807.390014648438,629.921325683594,,,,,12.5235071182251,,,,,,47.2173042297363
68,2004-01-02,73.5719985961914,12801.48046875,10403.26953125,15.3999996185303,821.260009765625,704.47705078125,,,,,13.5641279220581,,,,,,47.550960540771506
69,2004-02-02,75.4120178222656,12999.98046875,10776.73046875,16.25,854.890014648438,704.47705078125,,,,,13.5932693481445,,,,,,48.9122047424316
70,2004-03-01,76.9142150878906,13918.650390625,11271.1201171875,15.8000001907349,854.890014648438,758.9833984375,,,,,14.4496240615845,,,,,,50.1142654418945
71,2004-04-01,75.4174423217773,12676.25,11683.419921875,11.25,882.75,737.631103515625,,,,,14.3209285736084,,,,,,50.674625396728494
72,2004-04-30,73.8378067016602,12676.25,11683.419921875,9.35000038146973,882.75,737.631103515625,,,,,12.8129920959473,,,,,,47.6709213256836
73,2004-06-01,74.87646484375,12105.5498046875,11296.759765625,9.80000019073486,815.77001953125,731.180297851563,,,,,12.8728904724121,,,,,,47.1125068664551
74,2004-07-01,75.5015411376953,12105.5498046875,11896.009765625,9.10000038146973,778.030029296875,729.786315917969,,,,,12.9190254211426,,,,,,48.1387672424316
75,2004-08-02,74.0830917358398,12201.3896484375,11222.240234375,8.85000038146973,719.590026855469,749.435729980469,,,,,12.5434579849243,,,,,,48.8483734130859
76,2004-09-01,74.1772003173828,13023.8701171875,11127.349609375,8.30000019073486,817.359985351563,775.072998046875,,,,,13.1594200134277,,,,,,50.8692169189453
77,2004-10-01,75.9709854125977,13023.8701171875,10985.169921875,8.14999961853027,846.010009765625,835.880187988281,,,,,14.2294626235962,,,,,,51.0431251525879
78,2004-11-01,75.9854965209961,13094.25,10734.7099609375,6.75,835.659973144531,863.563354492188,,,,,14.4666185379028,,,,,,51.8800048828125
79,2004-12-01,80.2359466552734,14162.7998046875,10784.25,6.5,876.799987792969,986.169677734375,,,,,15.9089937210083,,,,,,50.8745346069336
80,2004-12-31,81.719482421875,14162.7998046875,10784.25,9.05000019073486,876.799987792969,986.169677734375,,,,,16.5377082824707,,,,,,52.3087196350098
81,2005-02-01,80.2628326416016,13578.259765625,11384.400390625,9.69999980926514,923.690002441406,1047.50085449219,,,,,16.5909614562988,,,,,,54.0894355773926
82,2005-03-01,81.8439025878906,14061.150390625,11780.5302734375,8.80000019073486,923.690002441406,1093.24865722656,,,,,18.0935726165772,,,,,,53.3612213134766
83,2005-04-01,79.4288558959961,13491.349609375,11723.6298828125,8.89999961853027,981.900024414063,1095.03344726563,,26.967378616333,15.8379621505737,,16.7138595581055,,,,,,53.3143119812012
84,2005-05-02,78.7747573852539,13491.349609375,11002.1103515625,9.0,918.419982910156,1026.49157714844,,26.5813426971436,15.5228748321533,,16.5172271728516,,,,,,55.1769828796387
85,2005-06-01,81.6629791259766,13873.0703125,11329.669921875,8.5,969.510009765625,1082.90893554688,,26.7467861175537,15.9887933731079,,17.1267929077148,,,,,,57.617561340332
86,2005-07-01,81.2278594970703,13873.0703125,11630.1298828125,9.44999980926514,1018.02001953125,1138.95422363281,,27.0225296020508,16.6021995544434,,17.6626148223877,,,,,,57.4479598999023
87,2005-08-01,84.0901260375977,14978.8798828125,11946.919921875,9.30000019073486,1115.97998046875,1178.18811035156,,28.1034278869629,17.8022003173828,,19.2602634429932,,,,,,55.9777679443359
88,2005-09-01,83.3229446411133,15143.75,12506.9697265625,10.3500003814697,1106.36999511719,1039.19909667969,,29.002347946167,18.0301303863525,,19.4667301177979,,,,,,57.7899894714356
89,2005-09-30,83.9029922485352,15143.75,12506.9697265625,11.0,1106.36999511719,1039.19909667969,,28.9141101837158,19.3172760009766,,20.8628349304199,,,,,,56.039493560791
90,2005-11-01,82.1982421875,14572.259765625,13867.8603515625,9.25,1188.94995117188,1064.92138671875,,28.3350601196289,18.3519191741943,,19.8845748901367,,,,,,54.7205924987793
91,2005-12-01,86.6453704833984,15068.0302734375,15130.5,8.25,1305.97998046875,1096.33837890625,,29.057487487793,19.9206256866455,,21.2118549346924,,,,,,55.075679779052706
92,2006-01-02,86.6453704833984,15068.0302734375,15130.5,8.25,1389.27001953125,1171.67419433594,,29.057487487793,19.9206256866455,,21.2118549346924,,,,,,55.075679779052706
93,2006-02-01,88.0560302734375,15742.2998046875,16480.08984375,8.80000019073486,1375.96997070313,1240.65808105469,,31.6515216827393,23.2580604553223,,25.0349979400635,,,,,,55.8546981811523
94,2006-03-01,88.8606414794922,15818.08984375,15964.4599609375,9.44999980926514,1375.96997070313,1239.23327636719,,31.8382625579834,23.1557178497314,,24.7491779327393,,,,,,56.3249244689941
95,2006-03-31,89.2005462646484,15818.08984375,15964.4599609375,9.55000019073486,1375.96997070313,1239.23327636719,,32.8173027038574,22.9510440826416,,24.6050319671631,,,,,,54.0776596069336
96,2006-05-01,90.0158996582031,15818.08984375,16925.7109375,9.89999961853027,1375.96997070313,1476.4111328125,,34.4414672851563,24.810188293457,,26.2006282806397,,,,,,52.1939811706543
97,2006-06-01,88.8564224243164,15645.26953125,15503.740234375,9.25,1295.08996582031,1321.52075195313,,33.858570098877,22.3779487609863,,23.7649765014648,,,,,,52.7231369018555
98,2006-06-30,87.8835906982422,15645.26953125,15503.740234375,10.6499996185303,1295.08996582031,1321.52075195313,,33.858570098877,21.9276561737061,,23.3374996185303,,,,,,53.1073188781738
99,2006-08-01,88.0188064575195,16911.369140625,15440.91015625,10.25,1287.35998535156,1371.65222167969,,34.0283508300781,21.9447154998779,,23.4990463256836,,,,,,54.2510871887207
100,2006-09-01,91.0086212158203,17423.720703125,16134.25,11.9499998092651,1356.67004394531,1444.44714355469,,35.4884071350098,22.978328704834,,24.5329513549805,,,,,,55.933464050293
101,2006-10-02,92.5075149536133,17423.720703125,16254.2900390625,10.5,1374.21997070313,1528.86157226563,,35.6977920532227,22.9305744171143,,24.0110301971436,,,,,,57.1411743164063
102,2006-11-01,95.1479873657227,18453.650390625,16375.259765625,11.1000003814697,1374.34997558594,1589.82092285156,,36.9710960388184,24.0255947113037,,25.4898204803467,,,,,,57.7854461669922
103,2006-12-01,97.3810882568359,18690.8203125,16321.7802734375,10.0500001907349,1434.35998535156,1734.69848632813,,38.2896614074707,25.6595897674561,,27.1773700714111,,,,,,58.943538665771506
104,2007-01-02,97.3810882568359,20310.1796875,16321.7802734375,10.0500001907349,1435.26000976563,1836.46557617188,,38.2896614074707,25.6595897674561,,27.1773700714111,,,,,,58.943538665771506
105,2007-02-01,101.05297088623,20430.16015625,17519.5,12.0500001907349,1382.90002441406,1771.2734375,,40.4888153076172,27.1580486297607,,29.1648101806641,,,,,,56.5715370178223
106,2007-03-01,98.2627716064453,19346.599609375,17453.509765625,11.0,1382.90002441406,1759.43774414063,,39.1872329711914,25.9499320983887,,27.4784488677979,,,,,,58.5220909118652
107,2007-04-02,99.8673248291016,19809.69921875,17028.41015625,11.25,1459.53002929688,1849.3291015625,,41.616096496582,27.6197566986084,,29.5681304931641,,,,,,57.659107208252
108,2007-05-01,104.283210754395,19809.69921875,17274.98046875,12.8500003814697,1459.53002929688,2001.11853027344,,43.5742912292481,28.6230430603027,,30.5814590454102,,,,,,58.1265716552734
109,2007-06-01,108.029106140137,20602.869140625,17958.880859375,15.1000003814697,1716.23999023438,2001.11853027344,,44.753849029541,30.9975967407227,,32.8022308349609,,,,,,56.4425201416016
110,2007-07-02,106.954902648926,20602.869140625,18146.30078125,15.5,1771.34997558594,2167.755859375,,44.858455657959,32.3480186462402,,33.8533706665039,,,,,,56.4607543945313
111,2007-08-01,103.300788879395,22455.359375,16870.98046875,14.75,1856.44995117188,2256.2412109375,,43.4115905761719,32.2855377197266,,33.2862129211426,,,,,,57.9040489196777
112,2007-08-31,104.08812713623,22455.359375,16870.98046875,13.1000003814697,1856.44995117188,2256.2412109375,,43.2082252502441,32.8028030395508,,33.7651443481445,,,,,,59.067066192627
113,2007-10-01,109.402412414551,22455.359375,16845.9609375,14.1499996185303,1962.67004394531,2399.384765625,,45.8927536010742,37.4130401611328,,38.8570098876953,,,,,,59.5401382446289
114,2007-11-01,106.807121276855,31492.880859375,16870.400390625,14.8999996185303,2063.13989257813,2704.57666015625,,46.4738235473633,39.2807426452637,,40.4425468444824,,,,,,61.060245513916
115,2007-11-30,105.079490661621,31492.880859375,16870.400390625,13.0,2063.13989257813,2704.57666015625,25.5797004699707,45.8055953979492,37.2429275512695,,38.9200325012207,,,,,,63.502620697021506
116,2008-01-02,102.863327026367,27560.51953125,16870.400390625,11.8500003814697,1853.44995117188,2731.42602539063,31.3154735565186,44.6823921203613,36.784664154052706,,37.7393836975098,53.2854156494141,114.397674560547,,,,64.0128173828125
117,2008-02-01,99.2806396484375,24123.580078125,13497.16015625,10.75,1634.53002929688,2646.74243164063,32.0093154907227,41.3910102844238,34.3759803771973,,35.6458778381348,53.7191276550293,115.592422485352,,,,64.8138198852539
118,2008-02-29,94.88720703125,24123.580078125,13497.16015625,9.30000019073486,1634.53002929688,2646.74243164063,27.5039558410645,40.707557678222706,34.5280723571777,,35.6458778381348,53.497562408447294,115.562561035156,,,,64.1332321166992
119,2008-04-01,97.8546142578125,23137.4609375,12656.419921875,8.30000019073486,1702.25,2393.17797851563,28.5771007537842,42.3682289123535,34.2380294799805,,35.6254577636719,53.4882888793945,114.795928955078,,,,64.4388732910156
120,2008-05-01,100.771919250488,23137.4609375,13766.8603515625,12.6499996185303,1702.25,2393.17797851563,30.1590709686279,43.3034820556641,36.5830497741699,,37.841522216796896,54.2581596374512,116.090240478516,,,,63.8804664611816
121,2008-06-02,99.2822418212891,24831.359375,14440.1396484375,12.1999998092651,1847.53002929688,2427.69604492188,33.1102027893066,42.6859741210938,36.5017013549805,,38.168312072753906,54.3114128112793,113.640998840332,,,,62.398963928222706
122,2008-07-01,92.2249603271484,24831.359375,13463.2001953125,14.3999996185303,1666.4599609375,2378.7373046875,31.3247184753418,38.7710838317871,32.193660736084,,34.4223213195801,52.8698577880859,110.375335693359,,,,63.657413482666
123,2008-08-01,90.5801620483398,22862.599609375,13094.58984375,12.25,1573.77001953125,2248.68310546875,28.0497798919678,37.6979522705078,31.472110748291,,32.8935813903809,53.3962249755859,112.20728302002,,,,63.7147674560547
124,2008-09-01,90.5801620483398,20906.310546875,12834.1796875,12.25,1414.43005371094,2164.55590820313,28.0497798919678,37.6979522705078,31.472110748291,,32.8935813903809,53.3962249755859,111.619873046875,,,,63.7147674560547
125,2008-10-01,83.8155822753906,20906.310546875,11368.259765625,10.4499998092651,1439.67004394531,2164.55590820313,20.445255279541,31.8166332244873,24.2071437835693,,26.7889862060547,50.2598876953125,107.378486633301,,,,67.1135787963867
126,2008-10-31,70.0475845336914,20906.310546875,11368.259765625,6.84999990463257,1439.67004394531,2164.55590820313,15.9491500854492,25.0120582580566,17.8334865570068,,19.700511932373,40.3827247619629,107.268966674805,,,,65.0464782714844
127,2008-12-01,59.2276039123535,14108.83984375,8397.2197265625,4.15000009536743,1058.61999511719,1223.08874511719,13.5900821685791,21.0971813201904,14.8482723236084,,16.0671939849854,42.9236526489258,111.062316894531,,,,77.223258972168
128,2009-01-02,67.8225708007813,15042.8095703125,8397.2197265625,6.34999990463257,1157.40002441406,1223.08874511719,17.2535743713379,25.3026008605957,18.4757022857666,,20.551362991333,52.9742126464844,115.851287841797,,,,82.4042053222656
129,2009-02-02,60.1504974365234,12861.490234375,7873.97998046875,6.80000019073486,1146.94995117188,1310.60400390625,16.8187694549561,21.1081523895264,15.8713903427124,,17.613208770752,46.9492416381836,113.30248260498,,,,74.8474578857422
130,2009-03-02,51.2762489318848,12317.4599609375,7280.14990234375,6.90000009536743,1018.80999755859,1256.07165527344,13.4050598144531,17.9234867095947,14.8668718338013,,15.6649150848389,45.506492614746094,112.117683410645,,,,73.5525512695313
131,2009-04-01,59.475440979003906,13519.5400390625,8351.91015625,9.69999980926514,1233.35998535156,1461.70458984375,15.7271194458008,21.1858291625977,18.1706218719482,,20.1349964141846,48.0977096557617,111.978294372559,,,,75.9702072143555
132,2009-05-01,64.4376983642578,13519.5400390625,8977.3701171875,11.25,1233.35998535156,1729.53076171875,20.1677188873291,23.768518447876,20.9609546661377,,22.8531799316406,51.879810333252,115.323608398438,,,,69.5672912597656
133,2009-06-01,69.4318466186523,18888.58984375,9677.75,11.1999998092651,1415.09997558594,1998.52062988281,20.7875537872314,27.3480415344238,25.2171363830566,,27.2132759094238,53.8933334350586,115.353477478027,,,,65.4667282104492
134,2009-07-01,68.1414489746094,18888.58984375,9939.9296875,12.5500001907349,1411.66003417969,2059.82275390625,22.2677536010742,26.5907001495361,24.1754169464111,,25.9932899475098,53.895503997802706,116.926567077637,,,,67.8330078125
135,2009-07-31,72.9778060913086,18888.58984375,9939.9296875,13.0500001907349,1411.66003417969,2059.82275390625,25.8572368621826,29.0309944152832,26.2588672637939,,28.3375949859619,55.4761619567871,119.684455871582,,,,68.3593292236328
136,2009-09-01,73.9306564331055,19872.30078125,9939.9296875,12.3500003814697,1623.06005859375,2326.84497070313,26.449312210083,29.6135540008545,25.6635894775391,,27.4347248077393,56.8064994812012,118.181060791016,,,,69.7152328491211
137,2009-10-01,76.4012451171875,19872.30078125,9978.6396484375,10.6999998092651,1644.63000488281,2477.8974609375,25.1078853607178,31.0699596405029,27.9479389190674,,29.9770278930664,59.7569732666016,119.445503234863,,,,72.5828399658203
138,2009-11-02,77.4554443359375,21620.189453125,9802.9501953125,11.6999998092651,1559.08996582031,2371.57177734375,27.9110088348389,31.6460418701172,28.5134391784668,,30.1987915039063,59.171531677246094,119.584892272949,,,,69.4208297729492
139,2009-12-01,82.5494079589844,22113.150390625,9572.2001953125,11.6499996185303,1569.71997070313,2452.42797851563,28.9656562805176,33.5749855041504,30.7382659912109,,33.0103797912598,60.1102256774902,119.78401184082,,,,69.7886123657227
140,2009-12-31,83.1469497680664,22113.150390625,9572.2001953125,11.3500003814697,1569.71997070313,2452.42797851563,29.4189624786377,32.610710144043,30.921667098999,,33.142936706543,60.0865745544434,119.78401184082,,,,66.0963363647461
141,2010-02-01,81.2924118041992,20243.75,10205.01953125,9.69999980926514,1606.43994140625,2587.47216796875,27.670482635498,31.3326511383057,29.6697216033936,,31.3939456939697,59.7790794372559,120.451095581055,,,,67.259651184082
142,2010-03-01,83.4628219604492,21056.9296875,10172.0595703125,10.0,1606.43994140625,2554.59814453125,26.449312210083,30.4918346405029,29.8733406066895,,31.6415176391602,60.604434967041,120.251960754395,,,,67.6136932373047
143,2010-04-01,88.2582855224609,21537.0,11244.400390625,11.1999998092651,1719.17004394531,2829.912109375,33.7392959594727,32.967227935791,32.5507049560547,,34.5165710449219,62.165565490722706,121.247589111328,,,,66.0896682739258
144,2010-04-30,88.9819869995117,21537.0,11244.400390625,10.6999998092651,1719.17004394531,2829.912109375,32.0555839538574,31.1443119049072,31.7211036682129,,33.5821800231934,62.4529991149902,121.964447021484,,,,68.4524383544922
145,2010-06-01,80.4602661132813,19496.94921875,9711.830078125,8.25,1630.40002441406,2724.5341796875,27.2171630859375,27.2697792053223,28.2970943450928,,29.8685703277588,61.4496879577637,120.590476989746,,,,72.4549331665039
146,2010-07-01,77.3239974975586,19496.94921875,9191.599609375,8.30000019073486,1686.23999023438,2874.16284179688,25.2929172515869,27.5724678039551,28.8250179290772,,30.2190818786621,62.6592826843262,121.008644104004,,,,76.2408294677734
147,2010-08-02,84.8267517089844,21412.7890625,9570.3095703125,9.25,1782.27001953125,3058.88818359375,30.7603931427002,32.0658683776856,32.3998718261719,,34.1421852111816,65.6188812255859,122.382606506348,,,,74.3419189453125
148,2010-09-01,81.5820770263672,20623.830078125,8927.01953125,8.35000038146973,1764.68994140625,3135.22290039063,28.5123443603516,30.6196308135986,31.7965183258057,,33.3382720947266,67.4266204833984,122.910285949707,,,,80.0372772216797
149,2010-10-01,86.6776657104492,20623.830078125,9404.23046875,8.44999980926514,1876.72998046875,3547.009765625,31.7595291137695,33.182487487793,34.8208122253418,,36.5217628479004,68.1825256347656,122.312919616699,,,,79.2822723388672
150,2010-11-01,89.6512680053711,23652.939453125,9154.7197265625,8.55000019073486,1914.73999023438,3645.03881835938,33.0547103881836,34.1645812988281,35.7182884216309,,37.4864692687988,69.4528961181641,121.944541931152,,,,75.7790603637695
151,2010-12-01,91.5159301757813,23249.80078125,9988.0498046875,7.40000009536743,1929.31994628906,3618.98657226563,32.5736427307129,32.7587127685547,35.3789176940918,,37.0282287597656,66.6230697631836,119.46541595459,,,,73.1578750610352
152,2010-12-31,95.5439224243164,23249.80078125,9988.0498046875,8.14999961853027,1929.31994628906,3618.98657226563,36.042854309082,34.5845108032227,36.9456100463867,,38.6191635131836,66.5988922119141,119.853706359863,,,,72.0534591674805
153,2011-02-01,99.4293975830078,23482.94921875,10274.5,7.84999990463257,2072.03002929688,3442.39892578125,32.046314239502,36.6628150939941,36.4391937255859,,38.0355072021484,66.2114868164063,118.778434753418,,,,69.4875946044922
154,2011-03-01,99.5448608398438,23396.419921875,10754.0302734375,7.34999990463257,2072.03002929688,3512.5126953125,32.1850776672363,36.2753410339356,35.2422027587891,,36.7384796142578,65.8993072509766,118.55940246582,,,,71.1915054321289
155,2011-04-01,101.672149658203,23801.900390625,9708.3896484375,7.65000009536743,2121.01000976563,3707.37719726563,35.3212661743164,37.0643768310547,38.1733055114746,,40.0864410400391,67.017707824707,117.812683105469,,,,71.351676940918
156,2011-05-02,103.96688079834,23801.900390625,10004.2001953125,7.19999980926514,2228.9599609375,3849.18579101563,32.7124099731445,39.5865364074707,38.7641296386719,,40.5404052734375,67.9731597900391,117.812683105469,,,,72.7840347290039
157,2011-06-01,100.62833404541,23626.4296875,9719.6103515625,6.84999990463257,2141.34008789063,3837.64721679688,34.2758750915527,37.5152702331543,37.1374397277832,,38.635383605957,69.0016937255859,118.808303833008,,,,76.17041015625
158,2011-07-01,102.69783782959,23626.4296875,9868.0703125,7.05000019073486,2125.73999023438,3926.9814453125,35.0714645385742,38.0929679870606,37.7359275817871,,39.4311256408691,69.6492004394531,118.390144348145,,,,73.2913970947266
159,2011-08-01,98.7450256347656,22663.369140625,9965.009765625,7.65000009536743,2172.31005859375,4193.31640625,33.1102027893066,35.352409362793,37.0453681945801,,38.538688659668,71.450439453125,120.401313781738,,,,77.4230499267578
160,2011-09-01,92.6535720825195,20585.330078125,9060.7998046875,7.15000009536743,1880.69995117188,4193.31640625,31.3062171936035,32.1750640869141,33.5464706420898,,34.8133659362793,71.268928527832,118.340354919434,,,,85.8414840698242
161,2011-09-30,87.1424179077148,20585.330078125,9060.7998046875,6.0,1880.69995117188,4193.31640625,28.0590305328369,28.6454658508301,27.4924411773682,,28.7382106781006,67.7720031738281,118.36026763916,,,,95.1605987548828
162,2011-11-01,93.9595794677734,19369.9609375,8835.51953125,7.15000009536743,1909.63000488281,3684.90258789063,29.113676071167,30.864688873291,31.16015625,,32.6027297973633,71.2422027587891,120.729873657227,,,,94.5801391601563
