"ISIN_CDE","SELL_PRICE","PRICE_DATE"
"LU0065014192",6.52000000,"2003-01-02"
"LU0065014192",6.54000000,"2003-01-03"
"LU0065014192",6.57000000,"2003-01-06"
"LU0065014192",6.65000000,"2003-01-07"
"LU0065014192",6.66000000,"2003-01-08"
"LU0065014192",6.65000000,"2003-01-09"
"LU0065014192",6.65000000,"2003-01-10"
"LU0065014192",6.67000000,"2003-01-13"
"LU0065014192",6.67000000,"2003-01-14"
"LU0065014192",6.66000000,"2003-01-15"
"LU0065014192",6.66000000,"2003-01-16"
"LU0065014192",6.65000000,"2003-01-17"
"LU0065014192",6.65000000,"2003-01-20"
"LU0065014192",6.66000000,"2003-01-21"
"LU0065014192",6.65000000,"2003-01-22"
"LU0065014192",6.65000000,"2003-01-23"
"LU0065014192",6.64000000,"2003-01-24"
"LU0065014192",6.62000000,"2003-01-27"
"LU0065014192",6.62000000,"2003-01-28"
"LU0065014192",6.62000000,"2003-01-29"
"LU0065014192",6.63000000,"2003-01-30"
"LU0065014192",6.63000000,"2003-01-31"
"LU0065014192",6.64000000,"2003-02-03"
"LU0065014192",6.64000000,"2003-02-04"
"LU0065014192",6.63000000,"2003-02-05"
"LU0065014192",6.62000000,"2003-02-06"
"LU0065014192",6.63000000,"2003-02-07"
"LU0065014192",6.58000000,"2003-02-10"
"LU0065014192",6.59000000,"2003-02-11"
"LU0065014192",6.58000000,"2003-02-12"
"LU0065014192",6.56000000,"2003-02-13"
"LU0065014192",6.55000000,"2003-02-14"
"LU0065014192",6.55000000,"2003-02-17"
"LU0065014192",6.56000000,"2003-02-18"
"LU0065014192",6.58000000,"2003-02-19"
"LU0065014192",6.59000000,"2003-02-20"
"LU0065014192",6.61000000,"2003-02-21"
"LU0065014192",6.61000000,"2003-02-24"
"LU0065014192",6.61000000,"2003-02-25"
"LU0065014192",6.62000000,"2003-02-26"
"LU0065014192",6.63000000,"2003-02-27"
"LU0065014192",6.65000000,"2003-02-28"
"LU0065014192",6.68000000,"2003-03-03"
"LU0065014192",6.70000000,"2003-03-04"
"LU0065014192",6.70000000,"2003-03-05"
"LU0065014192",6.71000000,"2003-03-06"
"LU0065014192",6.72000000,"2003-03-07"
"LU0065014192",6.67000000,"2003-03-10"
"LU0065014192",6.69000000,"2003-03-11"
"LU0065014192",6.69000000,"2003-03-12"
"LU0065014192",6.70000000,"2003-03-13"
"LU0065014192",6.71000000,"2003-03-14"
"LU0065014192",6.71000000,"2003-03-17"
"LU0065014192",6.72000000,"2003-03-18"
"LU0065014192",6.70000000,"2003-03-19"
"LU0065014192",6.70000000,"2003-03-20"
"LU0065014192",6.71000000,"2003-03-21"
"LU0065014192",6.72000000,"2003-03-24"
"LU0065014192",6.74000000,"2003-03-25"
"LU0065014192",6.75000000,"2003-03-26"
"LU0065014192",6.76000000,"2003-03-27"
"LU0065014192",6.79000000,"2003-03-28"
"LU0065014192",6.79000000,"2003-03-31"
"LU0065014192",6.82000000,"2003-04-01"
"LU0065014192",6.86000000,"2003-04-02"
"LU0065014192",6.89000000,"2003-04-03"
"LU0065014192",6.90000000,"2003-04-04"
"LU0065014192",6.92000000,"2003-04-07"
"LU0065014192",6.87000000,"2003-04-08"
"LU0065014192",6.86000000,"2003-04-09"
"LU0065014192",6.86000000,"2003-04-10"
"LU0065014192",6.88000000,"2003-04-11"
"LU0065014192",6.89000000,"2003-04-14"
"LU0065014192",6.92000000,"2003-04-15"
"LU0065014192",6.92000000,"2003-04-16"
"LU0065014192",6.93000000,"2003-04-17"
"LU0065014192",6.95000000,"2003-04-21"
"LU0065014192",6.97000000,"2003-04-22"
"LU0065014192",7.00000000,"2003-04-23"
"LU0065014192",7.04000000,"2003-04-24"
"LU0065014192",7.06000000,"2003-04-25"
"LU0065014192",7.07000000,"2003-04-28"
"LU0065014192",7.09000000,"2003-04-29"
"LU0065014192",7.13000000,"2003-04-30"
"LU0065014192",7.14000000,"2003-05-01"
"LU0065014192",7.16000000,"2003-05-02"
"LU0065014192",7.18000000,"2003-05-05"
"LU0065014192",7.18000000,"2003-05-06"
"LU0065014192",7.18000000,"2003-05-07"
"LU0065014192",7.15000000,"2003-05-08"
"LU0065014192",7.12000000,"2003-05-09"
"LU0065014192",7.13000000,"2003-05-12"
"LU0065014192",7.14000000,"2003-05-13"
"LU0065014192",7.13000000,"2003-05-14"
"LU0065014192",7.13000000,"2003-05-15"
"LU0065014192",7.13000000,"2003-05-16"
"LU0065014192",7.13000000,"2003-05-19"
"LU0065014192",7.12000000,"2003-05-20"
"LU0065014192",7.10000000,"2003-05-21"
"LU0065014192",7.10000000,"2003-05-22"
"LU0065014192",7.09000000,"2003-05-23"
"LU0065014192",7.10000000,"2003-05-26"
"LU0065014192",7.09000000,"2003-05-27"
"LU0065014192",7.09000000,"2003-05-28"
"LU0065014192",7.12000000,"2003-05-29"
"LU0065014192",7.13000000,"2003-05-30"
"LU0065014192",7.13000000,"2003-05-31"
"LU0065014192",7.16000000,"2003-06-02"
"LU0065014192",7.17000000,"2003-06-03"
"LU0065014192",7.20000000,"2003-06-04"
"LU0065014192",7.22000000,"2003-06-05"
"LU0065014192",7.24000000,"2003-06-06"
"LU0065014192",7.26000000,"2003-06-09"
"LU0065014192",7.22000000,"2003-06-10"
"LU0065014192",7.24000000,"2003-06-11"
"LU0065014192",7.25000000,"2003-06-12"
"LU0065014192",7.27000000,"2003-06-13"
"LU0065014192",7.29000000,"2003-06-16"
"LU0065014192",7.31000000,"2003-06-17"
"LU0065014192",7.33000000,"2003-06-18"
"LU0065014192",7.32000000,"2003-06-19"
"LU0065014192",7.32000000,"2003-06-20"
"LU0065014192",7.30000000,"2003-06-23"
"LU0065014192",7.29000000,"2003-06-24"
"LU0065014192",7.30000000,"2003-06-25"
"LU0065014192",7.30000000,"2003-06-26"
"LU0065014192",7.29000000,"2003-06-27"
"LU0065014192",7.30000000,"2003-06-30"
"LU0065014192",7.29000000,"2003-07-01"
"LU0065014192",7.29000000,"2003-07-02"
"LU0065014192",7.29000000,"2003-07-03"
"LU0065014192",7.29000000,"2003-07-04"
"LU0065014192",7.30000000,"2003-07-07"
"LU0065014192",7.28000000,"2003-07-08"
"LU0065014192",7.29000000,"2003-07-09"
"LU0065014192",7.29000000,"2003-07-10"
"LU0065014192",7.30000000,"2003-07-11"
"LU0065014192",7.31000000,"2003-07-14"
"LU0065014192",7.31000000,"2003-07-15"
"LU0065014192",7.30000000,"2003-07-16"
"LU0065014192",7.30000000,"2003-07-17"
"LU0065014192",7.30000000,"2003-07-18"
"LU0065014192",7.29000000,"2003-07-21"
"LU0065014192",7.28000000,"2003-07-22"
"LU0065014192",7.28000000,"2003-07-23"
"LU0065014192",7.27000000,"2003-07-24"
"LU0065014192",7.27000000,"2003-07-25"
"LU0065014192",7.27000000,"2003-07-28"
"LU0065014192",7.24000000,"2003-07-29"
"LU0065014192",7.20000000,"2003-07-30"
"LU0065014192",7.17000000,"2003-07-31"
"LU0065014192",7.13000000,"2003-08-01"
"LU0065014192",7.14000000,"2003-08-04"
"LU0065014192",7.12000000,"2003-08-05"
"LU0065014192",7.09000000,"2003-08-06"
"LU0065014192",7.07000000,"2003-08-07"
"LU0065014192",7.03000000,"2003-08-08"
"LU0065014192",7.03000000,"2003-08-11"
"LU0065014192",7.03000000,"2003-08-12"
"LU0065014192",7.02000000,"2003-08-13"
"LU0065014192",6.99000000,"2003-08-14"
"LU0065014192",6.99000000,"2003-08-15"
"LU0065014192",7.01000000,"2003-08-18"
"LU0065014192",7.07000000,"2003-08-19"
"LU0065014192",7.11000000,"2003-08-20"
"LU0065014192",7.14000000,"2003-08-21"
"LU0065014192",7.15000000,"2003-08-22"
"LU0065014192",7.17000000,"2003-08-25"
"LU0065014192",7.18000000,"2003-08-26"
"LU0065014192",7.20000000,"2003-08-27"
"LU0065014192",7.21000000,"2003-08-28"
"LU0065014192",7.23000000,"2003-08-29"
"LU0065014192",7.23000000,"2003-08-31"
"LU0065014192",7.23000000,"2003-09-01"
"LU0065014192",7.27000000,"2003-09-02"
"LU0065014192",7.29000000,"2003-09-03"
"LU0065014192",7.29000000,"2003-09-04"
"LU0065014192",7.30000000,"2003-09-05"
"LU0065014192",7.27000000,"2003-09-08"
"LU0065014192",7.28000000,"2003-09-09"
"LU0065014192",7.29000000,"2003-09-10"
"LU0065014192",7.29000000,"2003-09-11"
"LU0065014192",7.29000000,"2003-09-12"
"LU0065014192",7.29000000,"2003-09-15"
"LU0065014192",7.30000000,"2003-09-16"
"LU0065014192",7.33000000,"2003-09-17"
"LU0065014192",7.35000000,"2003-09-18"
"LU0065014192",7.36000000,"2003-09-19"
"LU0065014192",7.36000000,"2003-09-22"
"LU0065014192",7.35000000,"2003-09-23"
"LU0065014192",7.36000000,"2003-09-24"
"LU0065014192",7.36000000,"2003-09-25"
"LU0065014192",7.36000000,"2003-09-26"
"LU0065014192",7.38000000,"2003-09-29"
"LU0065014192",7.39000000,"2003-09-30"
"LU0065014192",7.39000000,"2003-10-01"
"LU0065014192",7.40000000,"2003-10-02"
"LU0065014192",7.40000000,"2003-10-03"
"LU0065014192",7.41000000,"2003-10-06"
"LU0065014192",7.43000000,"2003-10-07"
"LU0065014192",7.40000000,"2003-10-08"
"LU0065014192",7.41000000,"2003-10-09"
"LU0065014192",7.42000000,"2003-10-10"
"LU0065014192",7.42000000,"2003-10-13"
"LU0065014192",7.43000000,"2003-10-14"
"LU0065014192",7.45000000,"2003-10-15"
"LU0065014192",7.46000000,"2003-10-16"
"LU0065014192",7.47000000,"2003-10-17"
"LU0065014192",7.47000000,"2003-10-20"
"LU0065014192",7.47000000,"2003-10-21"
"LU0065014192",7.46000000,"2003-10-22"
"LU0065014192",7.45000000,"2003-10-23"
"LU0065014192",7.44000000,"2003-10-24"
"LU0065014192",7.45000000,"2003-10-27"
"LU0065014192",7.46000000,"2003-10-28"
"LU0065014192",7.46000000,"2003-10-29"
"LU0065014192",7.47000000,"2003-10-30"
"LU0065014192",7.48000000,"2003-10-31"
"LU0065014192",7.49000000,"2003-11-03"
"LU0065014192",7.50000000,"2003-11-04"
"LU0065014192",7.50000000,"2003-11-05"
"LU0065014192",7.50000000,"2003-11-06"
"LU0065014192",7.50000000,"2003-11-07"
"LU0065014192",7.46000000,"2003-11-10"
"LU0065014192",7.46000000,"2003-11-11"
"LU0065014192",7.46000000,"2003-11-12"
"LU0065014192",7.46000000,"2003-11-13"
"LU0065014192",7.47000000,"2003-11-14"
"LU0065014192",7.47000000,"2003-11-17"
"LU0065014192",7.48000000,"2003-11-18"
"LU0065014192",7.48000000,"2003-11-19"
"LU0065014192",7.48000000,"2003-11-20"
"LU0065014192",7.49000000,"2003-11-21"
"LU0065014192",7.50000000,"2003-11-24"
"LU0065014192",7.51000000,"2003-11-25"
"LU0065014192",7.51000000,"2003-11-26"
"LU0065014192",7.51000000,"2003-11-27"
"LU0065014192",7.52000000,"2003-11-28"
"LU0065014192",7.52000000,"2003-12-01"
"LU0065014192",7.54000000,"2003-12-02"
"LU0065014192",7.56000000,"2003-12-03"
"LU0065014192",7.57000000,"2003-12-04"
"LU0065014192",7.59000000,"2003-12-05"
"LU0065014192",7.56000000,"2003-12-08"
"LU0065014192",7.57000000,"2003-12-09"
"LU0065014192",7.57000000,"2003-12-10"
"LU0065014192",7.57000000,"2003-12-11"
"LU0065014192",7.57000000,"2003-12-12"
"LU0065014192",7.58000000,"2003-12-15"
"LU0065014192",7.58000000,"2003-12-16"
"LU0065014192",7.59000000,"2003-12-17"
"LU0065014192",7.60000000,"2003-12-18"
"LU0065014192",7.62000000,"2003-12-19"
"LU0065014192",7.62000000,"2003-12-22"
"LU0065014192",7.63000000,"2003-12-23"
"LU0065014192",7.63000000,"2003-12-24"
"LU0065014192",7.63000000,"2003-12-26"
"LU0065014192",7.64000000,"2003-12-29"
"LU0065014192",7.64000000,"2003-12-30"
"LU0065014192",7.64000000,"2003-12-31"
"LU0065014192",7.64000000,"2004-01-02"
"LU0065014192",7.67000000,"2004-01-05"
"LU0065014192",7.71000000,"2004-01-06"
"LU0065014192",7.73000000,"2004-01-07"
"LU0065014192",7.75000000,"2004-01-08"
"LU0065014192",7.73000000,"2004-01-09"
"LU0065014192",7.74000000,"2004-01-12"
"LU0065014192",7.74000000,"2004-01-13"
"LU0065014192",7.75000000,"2004-01-14"
"LU0065014192",7.76000000,"2004-01-15"
"LU0065014192",7.77000000,"2004-01-16"
"LU0065014192",7.77000000,"2004-01-19"
"LU0065014192",7.77000000,"2004-01-20"
"LU0065014192",7.80000000,"2004-01-21"
"LU0065014192",7.81000000,"2004-01-22"
"LU0065014192",7.81000000,"2004-01-23"
"LU0065014192",7.81000000,"2004-01-26"
"LU0065014192",7.80000000,"2004-01-27"
"LU0065014192",7.77000000,"2004-01-28"
"LU0065014192",7.73000000,"2004-01-29"
"LU0065014192",7.71000000,"2004-01-30"
"LU0065014192",7.70000000,"2004-02-02"
"LU0065014192",7.69000000,"2004-02-03"
"LU0065014192",7.67000000,"2004-02-04"
"LU0065014192",7.63000000,"2004-02-05"
"LU0065014192",7.62000000,"2004-02-06"
"LU0065014192",7.61000000,"2004-02-09"
"LU0065014192",7.61000000,"2004-02-10"
"LU0065014192",7.63000000,"2004-02-11"
"LU0065014192",7.64000000,"2004-02-12"
"LU0065014192",7.64000000,"2004-02-13"
"LU0065014192",7.65000000,"2004-02-16"
"LU0065014192",7.65000000,"2004-02-17"
"LU0065014192",7.64000000,"2004-02-18"
"LU0065014192",7.63000000,"2004-02-19"
"LU0065014192",7.63000000,"2004-02-20"
"LU0065014192",7.61000000,"2004-02-23"
"LU0065014192",7.59000000,"2004-02-24"
"LU0065014192",7.60000000,"2004-02-25"
"LU0065014192",7.60000000,"2004-02-26"
"LU0065014192",7.61000000,"2004-02-27"
"LU0065014192",7.63000000,"2004-03-01"
"LU0065014192",7.63000000,"2004-03-02"
"LU0065014192",7.63000000,"2004-03-03"
"LU0065014192",7.63000000,"2004-03-04"
"LU0065014192",7.65000000,"2004-03-05"
"LU0065014192",7.62000000,"2004-03-08"
"LU0065014192",7.63000000,"2004-03-09"
"LU0065014192",7.62000000,"2004-03-10"
"LU0065014192",7.61000000,"2004-03-11"
"LU0065014192",7.61000000,"2004-03-12"
"LU0065014192",7.60000000,"2004-03-15"
"LU0065014192",7.58000000,"2004-03-16"
"LU0065014192",7.60000000,"2004-03-17"
"LU0065014192",7.59000000,"2004-03-18"
"LU0065014192",7.59000000,"2004-03-19"
"LU0065014192",7.58000000,"2004-03-22"
"LU0065014192",7.58000000,"2004-03-23"
"LU0065014192",7.57000000,"2004-03-24"
"LU0065014192",7.58000000,"2004-03-25"
"LU0065014192",7.58000000,"2004-03-26"
"LU0065014192",7.60000000,"2004-03-29"
"LU0065014192",7.60000000,"2004-03-30"
"LU0065014192",7.60000000,"2004-03-31"
"LU0065014192",7.61000000,"2004-04-01"
"LU0065014192",7.58000000,"2004-04-02"
"LU0065014192",7.58000000,"2004-04-05"
"LU0065014192",7.59000000,"2004-04-06"
"LU0065014192",7.60000000,"2004-04-07"
"LU0065014192",7.57000000,"2004-04-08"
"LU0065014192",7.57000000,"2004-04-12"
"LU0065014192",7.55000000,"2004-04-13"
"LU0065014192",7.53000000,"2004-04-14"
"LU0065014192",7.53000000,"2004-04-15"
"LU0065014192",7.54000000,"2004-04-16"
"LU0065014192",7.55000000,"2004-04-19"
"LU0065014192",7.55000000,"2004-04-20"
"LU0065014192",7.53000000,"2004-04-21"
"LU0065014192",7.55000000,"2004-04-22"
"LU0065014192",7.55000000,"2004-04-23"
"LU0065014192",7.55000000,"2004-04-26"
"LU0065014192",7.56000000,"2004-04-27"
"LU0065014192",7.55000000,"2004-04-28"
"LU0065014192",7.52000000,"2004-04-29"
"LU0065014192",7.51000000,"2004-04-30"
"LU0065014192",7.50000000,"2004-05-03"
"LU0065014192",7.46000000,"2004-05-04"
"LU0065014192",7.45000000,"2004-05-05"
"LU0065014192",7.41000000,"2004-05-06"
"LU0065014192",7.36000000,"2004-05-07"
"LU0065014192",7.25000000,"2004-05-10"
"LU0065014192",7.24000000,"2004-05-11"
"LU0065014192",7.21000000,"2004-05-12"
"LU0065014192",7.16000000,"2004-05-13"
"LU0065014192",7.15000000,"2004-05-14"
"LU0065014192",7.15000000,"2004-05-17"
"LU0065014192",7.18000000,"2004-05-18"
"LU0065014192",7.22000000,"2004-05-19"
"LU0065014192",7.21000000,"2004-05-20"
"LU0065014192",7.22000000,"2004-05-21"
"LU0065014192",7.24000000,"2004-05-24"
"LU0065014192",7.25000000,"2004-05-25"
"LU0065014192",7.27000000,"2004-05-26"
"LU0065014192",7.29000000,"2004-05-27"
"LU0065014192",7.29000000,"2004-05-28"
"LU0065014192",7.28000000,"2004-06-01"
"LU0065014192",7.28000000,"2004-06-02"
"LU0065014192",7.27000000,"2004-06-03"
"LU0065014192",7.28000000,"2004-06-04"
"LU0065014192",7.29000000,"2004-06-07"
"LU0065014192",7.27000000,"2004-06-08"
"LU0065014192",7.27000000,"2004-06-09"
"LU0065014192",7.28000000,"2004-06-10"
"LU0065014192",7.28000000,"2004-06-11"
"LU0065014192",7.27000000,"2004-06-14"
"LU0065014192",7.29000000,"2004-06-15"
"LU0065014192",7.29000000,"2004-06-16"
"LU0065014192",7.30000000,"2004-06-17"
"LU0065014192",7.31000000,"2004-06-18"
"LU0065014192",7.32000000,"2004-06-21"
"LU0065014192",7.33000000,"2004-06-22"
"LU0065014192",7.34000000,"2004-06-23"
"LU0065014192",7.35000000,"2004-06-24"
"LU0065014192",7.36000000,"2004-06-25"
"LU0065014192",7.36000000,"2004-06-28"
"LU0065014192",7.35000000,"2004-06-29"
"LU0065014192",7.36000000,"2004-06-30"
"LU0065014192",7.37000000,"2004-07-01"
"LU0065014192",7.38000000,"2004-07-02"
"LU0065014192",7.38000000,"2004-07-05"
"LU0065014192",7.40000000,"2004-07-06"
"LU0065014192",7.42000000,"2004-07-07"
"LU0065014192",7.38000000,"2004-07-08"
"LU0065014192",7.39000000,"2004-07-09"
"LU0065014192",7.41000000,"2004-07-12"
"LU0065014192",7.42000000,"2004-07-13"
"LU0065014192",7.43000000,"2004-07-14"
"LU0065014192",7.43000000,"2004-07-15"
"LU0065014192",7.45000000,"2004-07-16"
"LU0065014192",7.46000000,"2004-07-19"
"LU0065014192",7.47000000,"2004-07-20"
"LU0065014192",7.46000000,"2004-07-21"
"LU0065014192",7.44000000,"2004-07-22"
"LU0065014192",7.44000000,"2004-07-23"
"LU0065014192",7.43000000,"2004-07-26"
"LU0065014192",7.40000000,"2004-07-27"
"LU0065014192",7.40000000,"2004-07-28"
"LU0065014192",7.41000000,"2004-07-29"
"LU0065014192",7.42000000,"2004-07-30"
"LU0065014192",7.43000000,"2004-08-02"
"LU0065014192",7.44000000,"2004-08-03"
"LU0065014192",7.43000000,"2004-08-04"
"LU0065014192",7.44000000,"2004-08-05"
"LU0065014192",7.46000000,"2004-08-06"
"LU0065014192",7.43000000,"2004-08-09"
"LU0065014192",7.42000000,"2004-08-10"
"LU0065014192",7.43000000,"2004-08-11"
"LU0065014192",7.43000000,"2004-08-12"
"LU0065014192",7.43000000,"2004-08-13"
"LU0065014192",7.44000000,"2004-08-16"
"LU0065014192",7.45000000,"2004-08-17"
"LU0065014192",7.46000000,"2004-08-18"
"LU0065014192",7.48000000,"2004-08-19"
"LU0065014192",7.49000000,"2004-08-20"
"LU0065014192",7.50000000,"2004-08-23"
"LU0065014192",7.51000000,"2004-08-24"
"LU0065014192",7.52000000,"2004-08-25"
"LU0065014192",7.53000000,"2004-08-26"
"LU0065014192",7.54000000,"2004-08-27"
"LU0065014192",7.55000000,"2004-08-30"
"LU0065014192",7.55000000,"2004-08-31"
"LU0065014192",7.56000000,"2004-09-01"
"LU0065014192",7.56000000,"2004-09-02"
"LU0065014192",7.56000000,"2004-09-03"
"LU0065014192",7.57000000,"2004-09-06"
"LU0065014192",7.57000000,"2004-09-07"
"LU0065014192",7.55000000,"2004-09-08"
"LU0065014192",7.56000000,"2004-09-09"
"LU0065014192",7.57000000,"2004-09-10"
"LU0065014192",7.60000000,"2004-09-13"
"LU0065014192",7.61000000,"2004-09-14"
"LU0065014192",7.60000000,"2004-09-15"
"LU0065014192",7.60000000,"2004-09-16"
"LU0065014192",7.61000000,"2004-09-17"
"LU0065014192",7.62000000,"2004-09-20"
"LU0065014192",7.63000000,"2004-09-21"
"LU0065014192",7.63000000,"2004-09-22"
"LU0065014192",7.64000000,"2004-09-23"
"LU0065014192",7.63000000,"2004-09-24"
"LU0065014192",7.64000000,"2004-09-27"
"LU0065014192",7.64000000,"2004-09-28"
"LU0065014192",7.63000000,"2004-09-29"
"LU0065014192",7.64000000,"2004-09-30"
"LU0065014192",7.64000000,"2004-10-01"
"LU0065014192",7.64000000,"2004-10-04"
"LU0065014192",7.65000000,"2004-10-05"
"LU0065014192",7.65000000,"2004-10-06"
"LU0065014192",7.66000000,"2004-10-07"
"LU0065014192",7.63000000,"2004-10-08"
"LU0065014192",7.63000000,"2004-10-11"
"LU0065014192",7.65000000,"2004-10-12"
"LU0065014192",7.65000000,"2004-10-13"
"LU0065014192",7.65000000,"2004-10-14"
"LU0065014192",7.65000000,"2004-10-15"
"LU0065014192",7.65000000,"2004-10-18"
"LU0065014192",7.64000000,"2004-10-19"
"LU0065014192",7.65000000,"2004-10-20"
"LU0065014192",7.66000000,"2004-10-21"
"LU0065014192",7.67000000,"2004-10-22"
"LU0065014192",7.68000000,"2004-10-25"
"LU0065014192",7.70000000,"2004-10-26"
"LU0065014192",7.70000000,"2004-10-27"
"LU0065014192",7.72000000,"2004-10-28"
"LU0065014192",7.74000000,"2004-10-29"
"LU0065014192",7.75000000,"2004-11-01"
"LU0065014192",7.76000000,"2004-11-02"
"LU0065014192",7.78000000,"2004-11-03"
"LU0065014192",7.80000000,"2004-11-04"
"LU0065014192",7.80000000,"2004-11-05"
"LU0065014192",7.76000000,"2004-11-08"
"LU0065014192",7.75000000,"2004-11-09"
"LU0065014192",7.74000000,"2004-11-10"
"LU0065014192",7.74000000,"2004-11-11"
"LU0065014192",7.75000000,"2004-11-12"
"LU0065014192",7.75000000,"2004-11-15"
"LU0065014192",7.75000000,"2004-11-16"
"LU0065014192",7.76000000,"2004-11-17"
"LU0065014192",7.77000000,"2004-11-18"
"LU0065014192",7.77000000,"2004-11-19"
"LU0065014192",7.77000000,"2004-11-22"
"LU0065014192",7.78000000,"2004-11-23"
"LU0065014192",7.78000000,"2004-11-24"
"LU0065014192",7.78000000,"2004-11-25"
"LU0065014192",7.78000000,"2004-11-26"
"LU0065014192",7.77000000,"2004-11-29"
"LU0065014192",7.75000000,"2004-11-30"
"LU0065014192",7.75000000,"2004-12-01"
"LU0065014192",7.75000000,"2004-12-02"
"LU0065014192",7.77000000,"2004-12-03"
"LU0065014192",7.77000000,"2004-12-06"
"LU0065014192",7.78000000,"2004-12-07"
"LU0065014192",7.75000000,"2004-12-08"
"LU0065014192",7.76000000,"2004-12-09"
"LU0065014192",7.76000000,"2004-12-10"
"LU0065014192",7.78000000,"2004-12-13"
"LU0065014192",7.78000000,"2004-12-14"
"LU0065014192",7.79000000,"2004-12-15"
"LU0065014192",7.79000000,"2004-12-16"
"LU0065014192",7.78000000,"2004-12-17"
"LU0065014192",7.79000000,"2004-12-20"
"LU0065014192",7.79000000,"2004-12-21"
"LU0065014192",7.79000000,"2004-12-22"
"LU0065014192",7.79000000,"2004-12-23"
"LU0065014192",7.79000000,"2004-12-24"
"LU0065014192",7.79000000,"2004-12-27"
"LU0065014192",7.79000000,"2004-12-28"
"LU0065014192",7.80000000,"2004-12-29"
"LU0065014192",7.80000000,"2004-12-30"
"LU0065014192",7.80000000,"2004-12-31"
"LU0065014192",7.82000000,"2005-01-03"
"LU0065014192",7.82000000,"2005-01-04"
"LU0065014192",7.80000000,"2005-01-05"
"LU0065014192",7.80000000,"2005-01-06"
"LU0065014192",7.80000000,"2005-01-07"
"LU0065014192",7.75000000,"2005-01-10"
"LU0065014192",7.74000000,"2005-01-11"
"LU0065014192",7.74000000,"2005-01-12"
"LU0065014192",7.73000000,"2005-01-13"
"LU0065014192",7.73000000,"2005-01-14"
"LU0065014192",7.73000000,"2005-01-17"
"LU0065014192",7.72000000,"2005-01-18"
"LU0065014192",7.73000000,"2005-01-19"
"LU0065014192",7.71000000,"2005-01-20"
"LU0065014192",7.71000000,"2005-01-21"
"LU0065014192",7.72000000,"2005-01-24"
"LU0065014192",7.72000000,"2005-01-25"
"LU0065014192",7.73000000,"2005-01-26"
"LU0065014192",7.74000000,"2005-01-27"
"LU0065014192",7.74000000,"2005-01-28"
"LU0065014192",7.75000000,"2005-01-31"
"LU0065014192",7.76000000,"2005-02-01"
"LU0065014192",7.78000000,"2005-02-02"
"LU0065014192",7.80000000,"2005-02-03"
"LU0065014192",7.81000000,"2005-02-04"
"LU0065014192",7.80000000,"2005-02-08"
"LU0065014192",7.80000000,"2005-02-09"
"LU0065014192",7.80000000,"2005-02-10"
"LU0065014192",7.80000000,"2005-02-11"
"LU0065014192",7.81000000,"2005-02-14"
"LU0065014192",7.81000000,"2005-02-15"
"LU0065014192",7.83000000,"2005-02-16"
"LU0065014192",7.83000000,"2005-02-17"
"LU0065014192",7.83000000,"2005-02-18"
"LU0065014192",7.83000000,"2005-02-21"
"LU0065014192",7.82000000,"2005-02-22"
"LU0065014192",7.83000000,"2005-02-23"
"LU0065014192",7.83000000,"2005-02-24"
"LU0065014192",7.85000000,"2005-02-25"
"LU0065014192",7.85000000,"2005-02-28"
"LU0065014192",7.85000000,"2005-03-01"
"LU0065014192",7.84000000,"2005-03-02"
"LU0065014192",7.85000000,"2005-03-03"
"LU0065014192",7.85000000,"2005-03-04"
"LU0065014192",7.86000000,"2005-03-07"
"LU0065014192",7.82000000,"2005-03-08"
"LU0065014192",7.80000000,"2005-03-09"
"LU0065014192",7.79000000,"2005-03-10"
"LU0065014192",7.78000000,"2005-03-11"
"LU0065014192",7.78000000,"2005-03-14"
"LU0065014192",7.77000000,"2005-03-15"
"LU0065014192",7.73000000,"2005-03-16"
"LU0065014192",7.71000000,"2005-03-17"
"LU0065014192",7.71000000,"2005-03-18"
"LU0065014192",7.67000000,"2005-03-21"
"LU0065014192",7.63000000,"2005-03-22"
"LU0065014192",7.59000000,"2005-03-23"
"LU0065014192",7.59000000,"2005-03-24"
"LU0065014192",7.58000000,"2005-03-28"
"LU0065014192",7.56000000,"2005-03-29"
"LU0065014192",7.53000000,"2005-03-30"
"LU0065014192",7.53000000,"2005-03-31"
"LU0065014192",7.54000000,"2005-04-01"
"LU0065014192",7.53000000,"2005-04-04"
"LU0065014192",7.55000000,"2005-04-05"
"LU0065014192",7.58000000,"2005-04-06"
"LU0065014192",7.60000000,"2005-04-07"
"LU0065014192",7.56000000,"2005-04-08"
"LU0065014192",7.54000000,"2005-04-11"
"LU0065014192",7.53000000,"2005-04-12"
"LU0065014192",7.53000000,"2005-04-13"
"LU0065014192",7.48000000,"2005-04-14"
"LU0065014192",7.45000000,"2005-04-15"
"LU0065014192",7.43000000,"2005-04-18"
"LU0065014192",7.44000000,"2005-04-19"
"LU0065014192",7.46000000,"2005-04-20"
"LU0065014192",7.48000000,"2005-04-21"
"LU0065014192",7.49000000,"2005-04-22"
"LU0065014192",7.48000000,"2005-04-25"
"LU0065014192",7.46000000,"2005-04-26"
"LU0065014192",7.43000000,"2005-04-27"
"LU0065014192",7.41000000,"2005-04-28"
"LU0065014192",7.39000000,"2005-04-29"
"LU0065014192",7.40000000,"2005-05-02"
"LU0065014192",7.41000000,"2005-05-03"
"LU0065014192",7.43000000,"2005-05-04"
"LU0065014192",7.45000000,"2005-05-05"
"LU0065014192",7.43000000,"2005-05-06"
