,Date,vfx,Pred_VFNIX
152,2020-05-06,260.95510864257807,262.70863363721224
153,2020-05-07,264.05770874023443,264.3729102570679
154,2020-05-08,268.56784057617193,267.55802108588983
155,2020-05-11,268.60751342773443,267.2190345174932
156,2020-05-12,263.1259155273437,264.1265315714891
157,2020-05-13,258.5562744140625,261.26325687244395
158,2020-05-14,261.5894775390625,262.79923789424544
159,2020-05-15,262.64019775390625,263.97500737152046
160,2020-05-18,270.94683837890625,269.33979764845213
161,2020-05-19,268.1317138671875,268.2879015876952
162,2020-05-20,272.641845703125,270.733080142818
163,2020-05-21,270.5404052734375,270.8149447037977
164,2020-05-22,271.224365234375,270.9072460617754
165,2020-05-26,274.56484985351557,273.1554936213943
166,2020-05-27,278.63888549804693,274.7504096508856
167,2020-05-28,278.09371948242193,273.8625641893596
168,2020-05-29,279.4715576171875,274.9501068461669
169,2020-06-01,280.52227783203125,275.74461175574476
170,2020-06-02,282.83184814453125,277.0849925484218
171,2020-06-03,286.7274475097656,278.53097488665486
172,2020-06-04,285.8155212402344,278.20297087899604
173,2020-06-05,293.309326171875,281.52336009125617
174,2020-06-08,296.8480529785156,282.54653253162184
175,2020-06-09,294.55828857421875,281.6931524240791
176,2020-06-10,292.9920959472656,280.9893713909842
177,2020-06-11,275.75439453125,272.3053581914283
178,2020-06-12,279.431884765625,274.1262951713798
179,2020-06-15,281.771240234375,275.68480950704367
180,2020-06-16,287.114013671875,278.5072229496473
181,2020-06-17,286.0831298828125,277.87102690570833
182,2020-06-18,286.25164794921875,278.05286342188634
183,2020-06-19,284.68548583984375,277.4651132551299
184,2020-06-22,286.53912353515625,278.66647381845365
185,2020-06-23,287.76824951171875,279.10045318244926
186,2020-06-24,280.3339233398437,274.9419054376377
187,2020-06-25,283.42657470703125,276.7000571588579
188,2020-06-26,276.529541015625,273.5403019152928
189,2020-06-29,280.6229858398437,275.94780034371803
190,2020-06-30,284.9653625488281,278.0648403193009
191,2020-07-01,286.3995666503906,278.6533829649125
192,2020-07-02,287.7640380859375,279.35571361217814
193,2020-07-06,292.33551025390625,281.51847812245984
194,2020-07-07,289.1683349609375,280.1076713786934
195,2020-07-08,291.43914794921875,281.2340380231872
196,2020-07-09,289.8754577636719,280.3827363035853
197,2020-07-10,292.9031982421875,281.73352398839785
198,2020-07-13,290.164306640625,280.13045140767105
199,2020-07-14,294.0884094238281,282.3469474795748
200,2020-07-15,296.7675476074219,283.9775848672726
201,2020-07-16,295.7616271972656,283.57578313528217
202,2020-07-17,296.6181640625,284.09389982980434
203,2020-07-20,299.1080627441406,285.181629392002
204,2020-07-21,299.6159973144531,285.3845338837819
205,2020-07-22,301.3390197753906,286.253464519803
206,2020-07-23,297.6539306640625,284.64072519228654
207,2020-07-24,295.8114318847656,283.5378787221162
208,2020-07-27,298.0025329589844,284.94176249022354
209,2020-07-28,296.07037353515625,283.8973949785905
210,2020-07-29,299.75543212890625,285.6264941259324
211,2020-07-30,298.68975830078125,285.36437800648497
212,2020-07-31,301.0003967285156,286.0987965711684
213,2020-08-03,303.1716003417969,287.6211858329826
214,2020-08-04,304.26715087890625,288.45961350929616
215,2020-08-05,306.21923828125,289.5550435735768
216,2020-08-06,308.22113037109375,290.01102544012616
217,2020-08-07,308.4801025390625,289.80556408260605
218,2020-08-10,309.32666015625,289.97129683035024
219,2020-08-11,306.8666076660156,288.8732650430357
220,2020-08-12,311.1990661621094,291.0967962338328
221,2020-08-13,310.6413269042969,291.1668109930634
222,2020-08-14,310.6014709472656,290.9076105977056
223,2020-08-17,311.4580383300781,291.9409432150915
224,2020-08-18,312.2149658203125,292.29304306567616
225,2020-08-19,310.89031982421875,291.19415151356594
226,2020-08-20,311.88629150390625,291.72110509494456
227,2020-08-21,312.9718933105469,291.7024818418486
228,2020-08-24,316.1490173339844,292.7941289410283
229,2020-08-25,317.29437255859375,293.3201330430239
230,2020-08-26,320.53125,294.5383973298522
231,2020-08-27,321.0890197753906,294.26668174955563
232,2020-08-28,323.2801208496094,295.0855142647434
233,2020-08-31,323.2801208496094,295.25358706797493
234,2020-09-01,325.03302001953125,295.98430490592915
235,2020-09-02,330.0626525878906,297.63509817092387
236,2020-09-03,318.5293884277344,292.66223354515574
237,2020-09-04,315.93988037109375,291.319849126694
238,2020-09-08,307.1753845214844,287.49982442491097
239,2020-09-09,313.3802185058594,290.5765787227229
240,2020-09-10,307.88250732421875,288.2188644140752
241,2020-09-11,308.0617980957031,288.4620358031553
242,2020-09-14,312.0755310058594,290.5721602792947
243,2020-09-15,313.7188415527344,291.54567569554825
244,2020-09-16,312.27471923828125,291.85661150295897
245,2020-09-17,309.65533447265625,290.87641234994595
246,2020-09-18,306.1893615722656,289.8643719946304
247,2020-09-21,302.6636657714844,287.29585083429816
248,2020-09-22,305.84075927734375,288.6331140450639
249,2020-09-23,298.6100769042969,285.4654713940254
250,2020-09-24,299.51641845703125,285.5277632225262
251,2020-09-25,304.3070068359375,287.8977908582911
252,2020-09-28,309.2300109863281,290.2873388930257
253,2020-09-29,307.7799987792969,289.9074275203548
254,2020-09-30,310.3299865722656,
