Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2017-09-26,218.23165893554688,10.170000076293945,9.976271629333496,25.88462257385254,43.63352584838867,64.91500854492188,31.513301849365234,4843.14013671875
2017-09-27,219.12185668945312,9.869999885559082,9.94861125946045,26.088359832763672,42.785797119140625,64.75885772705078,31.40637969970703,4862.93017578125
2017-09-28,219.42491149902344,9.550000190734863,9.94861125946045,26.156272888183594,42.68836212158203,64.68079376220703,31.367496490478516,4869.81005859375
2017-09-29,220.24884033203125,9.510000228881836,9.959695816040039,26.317325592041016,42.57143020629883,64.60272979736328,31.27029037475586,4887.97021484375
2017-10-02,221.1011199951172,9.449999809265137,9.959695816040039,26.447330474853516,42.04526138305664,64.17334747314453,31.114765167236328,4906.919921875
2017-10-03,221.58412170410156,9.510000228881836,9.968936920166016,26.495840072631836,41.98680114746094,63.97816467285156,31.066165924072266,4917.72998046875
2017-10-04,221.877685546875,9.630000114440918,9.968936920166016,26.53464698791504,42.11346435546875,63.86106491088867,31.027284622192383,4924.18994140625
2017-10-05,223.16561889648438,9.1899995803833,9.959695816040039,26.54143714904785,42.00628662109375,63.58781433105469,30.8328800201416,4952.85009765625
2017-10-06,222.99517822265625,9.649999618530273,9.950458526611328,26.420166015625,42.074485778808594,63.54878616333008,30.87175750732422,4949.08984375
2017-10-09,222.58792114257812,10.329999923706055,9.959695816040039,26.360013961791992,42.240135192871094,63.58781433105469,30.920360565185547,4940.16015625
2017-10-10,223.10882568359375,10.079999923706055,9.959695816040039,26.602561950683594,42.12320327758789,63.39265441894531,30.852317810058594,4951.77001953125
2017-10-11,223.51600646972656,9.850000381469727,9.959695816040039,26.66077423095703,42.12320327758789,63.275543212890625,30.79399871826172,4960.7900390625
2017-10-12,223.15615844726562,9.90999984741211,9.968936920166016,26.670475006103516,42.18167495727539,63.35361099243164,30.852317810058594,4952.85009765625
