Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2020-09-04,30.75,315.93988037109375,11.630983352661133,23.010000228881836,23.386999130249023,7043.6201171875
2020-09-03,33.599998474121094,318.5293884277344,11.680902481079102,23.141000747680664,23.517000198364258,7101.3798828125
2020-09-02,26.56999969482422,330.0626525878906,11.670918464660645,23.895000457763672,24.3799991607666,7358.490234375
2020-09-01,26.1200008392334,325.03302001953125,11.650951385498047,23.555999755859375,24.038999557495117,7246.3701171875
2020-08-31,26.40999984741211,323.2801208496094,11.611017227172852,23.42300033569336,23.929000854492188,7192.10986328125
2020-08-28,22.959999084472656,323.2801208496094,11.57108211517334,23.482999801635742,23.839000701904297,7207.10009765625
2020-08-27,24.469999313354492,321.0890197753906,11.57108211517334,23.339000701904297,23.777000427246094,7158.18017578125
2020-08-26,23.270000457763672,320.53125,11.610947608947754,23.30699920654297,23.895000457763672,7145.77001953125
2020-08-25,22.030000686645508,317.29437255859375,11.620914459228516,23.138999938964844,23.764999389648438,7073.60009765625
2020-08-24,22.3700008392334,316.1490173339844,11.640848159790039,23.025999069213867,23.73900032043457,7048.169921875
2020-08-21,22.540000915527344,312.9718933105469,11.650814056396484,22.84000015258789,23.65999984741211,6977.27001953125
2020-08-20,22.719999313354492,311.88629150390625,11.640848159790039,22.767000198364258,23.735000610351562,6952.919921875
2020-08-19,22.540000915527344,310.89031982421875,11.620914459228516,22.73900032043457,23.6299991607666,6930.7998046875
2020-08-18,21.510000228881836,312.2149658203125,11.630881309509277,22.854000091552734,23.885000228881836,6960.2998046875
2020-08-17,21.350000381469727,311.4580383300781,11.620914459228516,22.83099937438965,23.815000534057617,6943.22021484375
2020-08-14,22.049999237060547,310.6014709472656,11.620914459228516,22.702999114990234,23.579999923706055,6924.27978515625
2020-08-13,22.1299991607666,310.6413269042969,11.630881309509277,22.729999542236328,23.660999298095703,6924.9599609375
2020-08-12,22.280000686645508,311.1990661621094,11.660780906677246,22.790000915527344,23.59000015258789,6937.43994140625
2020-08-11,24.030000686645508,306.8666076660156,11.690679550170898,22.520000457763672,23.284000396728516,6840.669921875
2020-08-10,22.1299991607666,309.32666015625,11.720579147338867,22.64699935913086,23.399999618530273,6895.58984375
2020-08-07,22.209999084472656,308.4801025390625,11.740511894226074,22.601999282836914,23.4689998626709,6876.64990234375
2020-08-06,22.649999618530273,308.22113037109375,11.750478744506836,22.66900062561035,23.56999969482422,6870.85986328125
2020-08-05,22.989999771118164,306.21923828125,11.730545997619629,22.569000244140625,23.59000015258789,6826.22021484375
2020-08-04,23.760000228881836,304.26715087890625,11.750478744506836,22.429000854492188,23.469999313354492,6782.60009765625
2020-08-03,24.280000686645508,303.1716003417969,11.730545997619629,22.341999053955078,23.325000762939453,6758.2001953125
2020-07-31,24.459999084472656,301.0003967285156,11.730545997619629,22.195999145507812,23.09000015258789,6709.81005859375
2020-07-30,24.760000228881836,298.68975830078125,11.70064640045166,22.167999267578125,23.07900047302246,6658.02001953125
2020-07-29,24.100000381469727,299.75543212890625,11.690696716308594,22.256999969482422,23.003000259399414,6682.009765625
2020-07-28,25.440000534057617,296.07037353515625,11.690696716308594,22.04599952697754,22.8700008392334,6599.97021484375
2020-07-27,24.739999771118164,298.0025329589844,11.670797348022461,22.094999313354492,22.940000534057617,6642.89013671875
2020-07-24,25.84000015258789,295.8114318847656,11.680747032165527,22.01099967956543,22.732999801635742,6594.10009765625
2020-07-23,26.079999923706055,297.6539306640625,11.690696716308594,22.10300064086914,22.875,6635.0400390625
2020-07-22,24.31999969482422,301.3390197753906,11.670797348022461,22.283000946044922,23.0,6717.2900390625
2020-07-21,24.84000015258789,299.6159973144531,11.650898933410645,22.187000274658203,22.892000198364258,6678.740234375
2020-07-20,24.459999084472656,299.1080627441406,11.640949249267578,22.174999237060547,22.96500015258789,6667.4501953125
