Date,VFINX,VBMFX,VIX.chg,VIX.ret,SPX_SMA,VFINX_SKW,VBMFX_SKW,VIX_SKW
2013/1/31,0.0517622,-0.0071289,1.01,0.044454227,315.6740056,0.044024222,0.102082199,3.373560646
2013/2/28,0.0133893,0.0054269,4.82,0.328337875,334.8812924,0.010802313,0.115078782,2.873557137
2013/3/31,0.0373865,0.0008278,2.06,0.108478146,412.7209586,-0.108926119,0.105169656,2.876149082
2013/4/30,0.0190858,0.0091281,5.21,0.339192708,439.6471948,-0.07225032,0.04556272,2.48429155
2013/5/31,0.0232748,-0.0170844,1.769999,0.100797215,474.1699664,-0.131006868,-0.341516669,2.483944778
2013/6/30,-0.0135055,-0.0165385,3.850001,0.236196395,400.193559,-0.051176244,-0.49438508,2.387270422
2013/7/31,0.0507227,0.0019685,0.67,0.032698878,496.847712,-0.077466413,-0.508395785,2.362119166
2013/8/31,-0.0291187,-0.0064074,1.78,0.108272499,375.217252,0.039323496,-0.431367811,2.474918912
2013/9/30,0.0312163,0.0096109,1.4,0.082304527,427.2054114,-0.034293255,-0.510458265,2.614887158
2013/10/31,0.045865,0.0077703,2.67,0.160746529,520.6087425,-0.051649992,-0.53070772,2.609705058
2013/11/30,0.0302843,-0.003495,1.24,0.060963618,571.7827151,-0.147802798,-0.443890654,2.585133299
2013/12/31,0.0251378,-0.0064699,1.51,0.108554996,609.9091908,-0.243451694,-0.426286141,2.627579306
2014/1/31,-0.0346912,0.0154335,4.369999,0.26958663,460.2563252,-0.242145486,-0.435046512,2.404146538
2014/2/28,0.0456066,0.0047915,3.030001,0.164584519,564.3244408,-0.304100551,-0.492421629,1.261649695
2014/3/31,0.008238,-0.0014929,2,0.093283578,542.2154765,-0.003428422,-0.408598225,1.26158075
2014/4/30,0.0072409,0.0077188,2.07,0.116161616,520.0440674,-0.844471372,-0.4548197,1.272440455
2014/5/31,0.0233494,0.0104779,1,0.058719903,550.6164216,-0.942977995,-0.550530027,1.390417607
2014/6/30,0.0205195,0.0010964,1.15,0.083333333,572.434504,-0.981371537,-0.509158891,1.415508376
2014/7/31,-0.0138804,-0.0025697,3.620001,0.286166087,478.478149,-0.852067167,-0.412217898,1.235958503
2014/8/31,0.0398161,0.0113083,1.750001,0.103244891,565.1719192,-0.862444738,-0.464277847,1.233426174
2014/9/30,-0.0141264,-0.0072369,2.37,0.139166169,463.6177534,-0.718779218,-0.457516928,1.226262088
2014/10/31,0.0242321,0.0094082,3.65,0.2237891,497.9236503,-0.828445781,-0.474049904,1.072617429
2014/11/30,0.026824,0.0065265,1.26,0.049861496,544.8572554,-0.571486776,-0.475701546,1.096257024
2014/12/31,-0.0026434,0.0008902,3.280001,0.220282136,485.3590527,-0.459325526,-0.482322914,0.958335247
2015/1/31,-0.0301754,0.0231106,3.220002,0.136614425,331.9159598,-0.427510613,-0.069721247,0.92747894
2015/2/28,0.0573957,-0.0108205,1.259998,0.056275036,494.6467619,-0.34651902,-0.040115684,0.926506484
2015/3/31,-0.0159367,0.0040775,1.82,0.093669583,391.86913,-0.230820957,-0.071670016,0.928307111
2015/4/30,0.0094908,-0.0036186,1.36,0.080616474,383.3282245,-0.287333432,-0.02649684,0.945154422
2015/5/31,0.012726,-0.0044989,1.93,0.12772998,392.025402,-0.314649219,0.032603453,0.924090573
2015/6/30,-0.0193292,-0.0100896,4.83,0.318811881,275.4732891,-0.259828667,0.0538621,0.851032749
2015/7/31,0.0208027,0.0076111,3.57,0.18938992,314.7132348,-0.278415985,-0.064388853,0.793716292
2015/8/31,-0.0604158,-0.003554,12.710001,0.636454764,55.90591705,-0.50903197,0.021786091,2.080987296
2015/9/30,-0.0249003,0.0075679,4.009998,0.098429008,-49.96734055,-0.375246382,-0.038314308,2.079099569
2015/10/31,0.0842272,0.0001341,1.5,0.047770701,225.9319068,-0.038665941,0.035599194,2.34945669
2015/11/30,0.0028637,-0.0026753,2.310002,0.102439118,206.4469106,0.020427728,0.200888409,2.349698352
2015/12/31,-0.0159259,-0.0037919,5.049999,0.251493974,123.6514563,0.02300867,0.490147074,2.320795669
2016/1/31,-0.0497666,0.0142939,4.4,0.180401811,-77.64549668,0.053281207,0.400947379,2.352409774
2016/2/29,-0.0014517,0.0066014,2.620001,0.094961979,-92.84540314,0.019334214,0.316024666,2.348558587
2016/3/31,0.0677544,0.0094361,1.32,0.046908317,135.3491872,0.087656152,0.31725682,2.305436455
2016/4/30,0.003737,0.0037792,2.07,0.110873058,135.0985109,0.170297431,0.363925801,2.33043301
2016/5/31,0.0178291,0.0001455,1.07,0.065805658,184.2476694,0.200347353,0.344773757,2.336096677
2016/6/30,0.0024997,0.0193717,8.51,0.521126761,179.740412,0.264760269,0.309259174,1.921400362
2016/7/31,0.0367636,0.0064119,0.97,0.03765528,302.3011367,0.159553886,0.35047764,2.023608294
2016/8/31,0.0012949,-0.0016801,1.07,0.068677792,288.0677711,0.253413909,0.412572788,2.039976677
2016/9/30,8.18E-05,-0.0008588,4.99,0.365567766,273.2877866,0.277411589,0.40921103,1.769707501
2016/10/31,-0.0183308,-0.0080668,1.98,0.109151053,185.5517137,0.329483214,0.472032659,1.770602294
2016/11/30,0.0369899,-0.0264382,2.76,0.161781956,310.8713484,0.302095193,-0.259564466,1.766154599
2016/12/31,0.0196262,0.0024461,0.96,0.042647712,375.063332,0.304658737,-0.272876879,1.740280626
2017/1/31,0.0188314,0.0029492,1.3,0.092067989,431.0068695,0.221096479,-0.327703493,1.895542996
2017/2/28,0.0396275,0.0065965,1.23,0.095719844,572.7110708,0.221210139,-0.3217256,1.895317311
2017/3/31,0.0010005,-0.0007162,1.13,0.0874613,548.5803999,0.190645631,-0.375612046,1.903827781
2017/4/30,0.0101812,0.0076222,1.18,0.089939024,560.2370935,0.231850649,-0.372272862,1.990959388
2017/5/31,0.0139374,0.0067042,4.94,0.30952381,590.5053047,0.268310395,-0.373219252,1.812257001
2017/6/30,0.0061158,0.0001427,1.41,0.090442591,573.2703299,0.243782314,-0.365266868,1.889214586
2017/7/31,0.0204246,0.0038829,1.47,0.128272251,614.7255197,0.167180553,-0.803812218,1.892733964
2017/8/31,0.0029345,0.0085384,4.930001,0.393142026,587.6251777,0.223164314,-0.967626287,1.633721031
2017/9/30,0.0205909,-0.0053891,2.1,0.130922685,640.7274836,0.127702264,-0.849574385,1.629378702
2017/10/31,0.0231758,0.0011229,1.1,0.089942764,701.1311588,0.084805806,-0.913811115,1.631425556
2017/11/30,0.0305934,-0.0017202,1.54,0.136283186,785.2922248,0.036732203,-0.95340348,1.628697208
2017/12/31,0.0110199,0.0044422,0.86,0.065498858,770.5347904,-0.028940412,-1.130117052,1.803001382
2018/1/31,0.0571267,-0.0109439,2.76,0.23630137,994.5259011,-0.021095429,-0.945235593,1.755451707
2018/2/28,-0.0369462,-0.0102671,20.010001,1.352941244,726.8621495,0.27841374,-0.876380071,3.499220008
2018/3/31,-0.0255541,0.0062555,5.479999,0.14683813,536.7240651,0.275630603,-0.877539353,3.500228497
2018/4/30,0.0037324,-0.0083051,3.650002,0.146763243,500.9000687,-0.067090861,-0.775411683,3.522160947
2018/5/31,0.0239457,0.0060879,3.8,0.160880603,571.2514762,-0.141216739,-0.858701023,3.522175578
2018/6/30,0.0060505,0.0002847,3.56,0.209165687,548.0478181,-0.194001846,-0.912945525,3.547879803
2018/7/31,0.0370931,0.0003465,1.23,0.068676717,682.2277055,0.111200191,-0.996760818,3.543327077
2018/8/31,0.0324625,0.0051557,1.89,0.117100379,786.4807354,-0.007102591,-0.997011734,3.546696783
2018/9/30,0.0055435,-0.0054285,1.61,0.108930988,747.8422186,-0.316565049,-0.905459187,3.569958266
2018/10/31,-0.0684901,-0.0073022,7.009999,0.471102083,304.3293453,-1.072839713,-0.774674893,3.282017101
2018/11/30,0.0202665,0.0052776,3.09,0.122473246,362.881081,-1.077782915,-0.810764636,3.298528763
2018/12/31,-0.0904014,0.0179808,5.959999,0.265124511,-152.3220435,-1.434239413,-0.913291517,3.616060908
2019/1/31,0.0800207,0.0100689,3,0.083171611,208.6594462,-0.96659847,-0.87375898,3.643789816
2019/2/28,0.0320051,-0.0006213,1.34,0.052652257,337.3529604,-1.026262109,-0.887720567,3.633943931
2019/3/31,0.0193664,0.0195574,2.85,0.174098951,399.1808639,-1.082221995,-0.589727615,3.793871428
2019/4/30,0.0404114,0.0004394,1.1,0.066305003,573.2832257,-1.213167608,-0.679975976,3.777978569
2019/5/31,-0.0636461,0.018298,4.509998,0.31582619,164.8927339,-1.042406469,0.316854184,3.673616457
2019/6/30,0.0703293,0.0115333,1.020001,0.049635088,503.0059037,-0.902684014,0.231686165,3.678684847
2019/7/31,0.0142589,0.0022624,2.180001,0.115588594,537.6894754,-0.892736253,0.239961962,3.684768828
2019/8/31,-0.0159111,0.0278259,6.979999,0.433002392,402.0131609,-0.782129185,0.608614884,3.449957648
2019/9/30,0.0185885,-0.0059633,2.139999,0.087027206,473.5934839,-0.826549127,0.600924754,3.449775554
2019/10/31,0.02155,0.0021265,2.42,0.123092574,561.6440647,-0.850933396,0.661472378,3.459117727
2019/11/29,0.03620438,-0.000625156,0.87,0.042315177,745.8218665,-0.877646396,0.732812359,3.507399572
2019/12/31,0.030077916,-0.001441939,2.29,0.174409749,881.2189051,-0.92449503,0.741077999,3.512083531
2020/1/31,-0.000503051,0.021186938,3.67,0.229949875,816.0213512,-0.870556132,0.65726003,3.488195064
2020/2/28,-0.082413297,0.017065571,11.600001,0.615711306,239.538152,-0.840619676,0.599255334,3.167991347
2020/3/31,-0.124012726,-0.005855934,24.86,0.619795547,-500.7689101,-0.952582124,0.596769497,2.762359151
2020/4/30,0.128138522,0.016931602,5.68,0.068690287,147.7178846,-0.468297503,0.471941031,2.754459158
2020/5/29,0.04755884,0.003475239,5.470001,0.095864019,400.0363995,-0.478190396,0.43926824,2.747991468
