Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2019/8/23,257.7251282,10.86930943,22.76270103,42.24624634,54.90485382,27.19414902,5735.629883
2019/8/30,265.0233154,10.91211891,23.16989899,41.25454712,53.29701233,26.47042847,5898.22998
2019/9/6,269.8659668,10.88291645,23.49328995,40.92728806,52.43354034,25.97472572,6006.069824
2019/9/13,272.6150208,10.68823051,23.46075439,39.00340271,51.64947128,25.73678589,6067.5
2019/9/20,271.2649231,10.79530811,23.38089371,39.52899933,52.21519089,25.88550186,6037.5
2019/9/27,268.5914612,10.81477451,23.03876877,40.45840073,52.47028732,26.14048004,5978.109863
2019/10/4,267.7954712,10.9250021,23.06144333,41.0157547,52.92854691,26.23007011,5960.430176
2019/10/11,269.5643005,10.80794716,23.33751106,40.69726563,52.46032333,26.06084251,6000.040039
2019/10/18,271.0482178,10.80794716,23.34145546,40.0901413,52.54998779,25.93143463,6033.259766
2019/10/25,274.3795471,10.78843784,23.67273521,39.48301315,52.22123718,25.63279915,6107.419922
2019/11/1,278.4675598,10.8607378,23.89950371,38.72659683,51.51392746,25.2644825,6198.589844
2019/11/8,281.0422363,10.7532053,24.1262722,38.49768448,50.83650589,25.055439,6256.109863
2019/11/15,283.6660461,10.80208302,24.26923752,38.53749466,50.22881699,24.82648659,6314.740234
2019/11/22,282.8405762,10.84118557,24.18740273,38.73654938,50.43802643,24.89616966,6296.339844
2019/11/29,285.7592468,10.86371613,24.46248436,37.8806076,50.04950333,24.63735008,6361.560059
2019/12/6,286.3390198,10.84412384,24.45952606,37.62182999,50.11923981,24.61744118,6374.700195
2019/12/13,288.5500488,10.86371613,24.63404083,37.53225327,49.88014603,24.42830849,6423.930176
2019/12/20,293.3867798,10.82453251,24.91996574,36.80569458,49.36211777,24.04008102,6531.75
2019/12/27,295.144043,10.84412384,25.05800056,36.8340416,49.03687286,23.90731812,6571.029785
2020/1/3,294.7886658,10.91677094,24.90999985,37.03384781,49.08682632,23.93728828,6563.319824
2020/1/10,297.6812439,10.89713955,25.14999962,37.10377884,48.73713303,23.70750618,6627.870117
2020/1/17,303.5849304,10.89713955,25.65999985,36.17468643,47.89787292,23.27791405,6759.509766
2020/1/24,300.5146179,10.97567654,25.3939991,36.97390366,48.50733566,23.51768684,6691.220215
2020/1/31,294.2062073,11.07788944,24.41699982,38.07283401,49.74624634,24.02720261,6551
2020/2/7,303.644165,11.05821228,24.81999969,37.05382919,48.23757172,23.25793457,6761.259766
2020/2/14,308.6396179,11.04837322,25.38899994,36.39447021,47.71802902,22.88828278,6872.680176
2020/2/21,304.8485718,11.11724186,24.92000008,36.60426712,48.39743042,23.16801834,6788.600098
2020/2/28,269.9597168,11.26693916,22.11300087,41.41956329,54.82178116,26.08525085,6011.72998
2020/3/6,271.6972046,11.46408749,22.15999985,42.08891296,53.59286499,25.76555443,6050.799805
2020/3/13,247.9103088,11.06979275,21.02000046,49.40177536,58.07891846,27.51389503,5522.850098
2020/3/20,210.8080139,10.86278915,20.05999947,55.53578568,68.2399826,31.69992256,4697.089844
2020/3/27,232.4865417,11.15850925,20.68000031,49,59.34999847,28.21999931,5179.919922
2020/4/3,227.7781219,11.23059368,20.21999931,52.36999893,60.65999985,28.67000008,5075.160156
2020/4/13,252.8566132,11.29973507,20.75,44.97000122,54.09999847,25.62000084,5634.149902
2020/4/17,263.2547607,11.36887741,20.62999916,44.15000153,52.13999939,24.56999969,5865.899902
2020/4/24,259.8250732,11.39850998,20.97200012,43.97999954,53.06000137,24.85000038,5789.649902
2020/5/1,259.319519,11.40050793,21.32699966,42.68999863,53.04000092,24.82999992,5778.529785
2020/5/8,268.5678406,11.3411293,21.73200035,40.29999924,51.66999817,23.96999931,5984.549805
2020/5/15,262.6401978,11.37081909,21.54100037,42.52999878,52.95999908,24.47999954,5852.839844
2020/5/22,271.2243652,11.41040421,22.01099968,39.22999954,51.09999847,23.67000008,6044.160156
2020/5/29,279.4715576,11.45206642,22.19099998,38.02000046,49.16999817,22.97999954,6227.810059
2020/6/5,293.3093262,11.39257526,22.42000008,35.04000092,45.97000122,21.87000084,6536.580078
2020/6/12,279.4318848,11.47189713,21.87100029,37.77999878,48.33000183,22.85000038,6227.419922
2020/6/19,284.6854858,11.50164318,22.11700058,36.86999893,47.79999924,22.42000008,6344.700195
2020/6/26,276.529541,11.52147293,21.97200012,37.91999817,49.29999924,23.02000046,6163.5
2020/7/6,292.3355103,11.54235077,22.48999977,36.09999847,46.86000061,21.77000046,6516.049805
2020/7/10,292.9031982,11.5820837,22.51300049,36.59000015,47.22999954,21.70999908,6528.959961
2020/7/17,296.6181641,11.61188221,22.85300064,35.20999908,46.11000061,21.42000008,6611.859863
2020/7/24,295.8114319,11.66154766,22.7329998,35.31999969,46.43000031,21.47999954,6594.100098
2020/7/31,301.0003967,11.71126556,23.09000015,34.97999954,46.47000122,21.11000061,6709.810059
2020/8/7,308.4801025,11.72121525,23.46899986,32.95000076,44.74000168,20.57999992,6876.649902
2020/8/14,310.6014709,11.60181427,23.57999992,32.75,43.86999893,20.42000008,6924.279785
2020/8/21,312.9718933,11.63166428,23.65999985,33.27000046,43.81999969,20.26000023,6977.27002
2020/8/28,323.2801208,11.55206394,23.8390007,32.70999908,42.66999817,19.61000061,7207.100098
