Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2017/5/5,208.0641479,9.794650078,24.29450417,45.87464523,69.40402222,32.99078369,4615.089844
2017/5/12,207.5105133,9.812943459,24.15915298,46.31311417,69.71629333,33.08799362,4602.959961
2017/5/19,206.8442383,9.858670235,24.1784935,46.83929443,69.95050812,33.18519592,4588.350098
2017/5/26,209.8752747,9.849524498,24.25583458,46.30337906,69.05270386,32.7186203,4655.649902
2017/6/2,211.9773254,9.915467262,24.71987724,45.49462509,68.54524994,32.38812637,4702.560059
2017/6/9,211.3954926,9.887978554,24.55552673,44.9587059,68.31103516,32.4853363,4689.790039
2017/6/16,211.6395111,9.915467262,24.22682953,45.39718246,67.92066956,32.44645309,4695.22998
2017/6/23,212.1003265,9.933794022,24.44434929,45.15359116,67.92066956,32.38812637,4705.72998
2017/6/30,210.8657532,9.889829636,24.37183952,45.09512329,68.07683563,32.56309891,4678.359863
2017/7/7,211.1485138,9.853099823,24.33317566,45.03665924,67.84262848,32.52421951,4684.879883
2017/7/14,214.1453552,9.880647659,24.90355873,44.68587875,67.0619278,32.07708359,4751.430176
2017/7/21,215.3422394,9.935744286,25.07757568,44.43252563,67.29613495,31.90211296,4778.069824
2017/7/28,215.3328247,9.90819931,25.15491295,44.61767197,66.47640228,31.92155838,4778.02002
2017/8/4,215.8228607,9.946844101,25.21291733,45.17307663,65.81280518,31.86323547,4789.109863
2017/8/11,212.8731537,9.965246201,24.80688095,46.38132095,66.32026672,32.30064774,4723.72998
2017/8/18,211.6291046,9.965246201,24.83878326,46.87827682,66.90579987,32.47562027,4696.220215
2017/8/25,213.2124023,9.974446297,25.13557625,46.23517227,66.39833069,32.25204849,4731.459961
2017/9/1,216.2564087,9.99471283,25.53194809,45.05614853,65.81280518,31.79519081,4798.990234
2017/9/8,215.0029602,10.0408144,25.56385231,45.45565414,66.35929871,31.97988129,4771.02002
2017/9/15,218.4899139,9.985492706,25.91864967,44.45201874,64.99307251,31.48413849,4848.839844
2017/9/22,218.686203,9.96705246,25.93798256,43.83815384,64.83693695,31.4647007,4853.200195
2017/9/29,220.2488403,9.959695816,26.31732559,42.57143021,64.6027298,31.27029037,4887.970215
2017/10/6,222.9951782,9.950458527,26.42016602,42.07448578,63.54878616,30.87175751,4949.089844
2017/10/13,223.3550568,9.987417221,26.7674942,42.2596283,63.27554321,30.81343651,4957.27002
2017/10/20,225.3248444,9.941218376,26.83055687,42.07448578,62.02642059,30.560709,5001.109863
2017/10/27,225.8457031,9.922745705,26.95183372,42.15243912,61.79221725,30.49266815,5012.75
2017/11/3,226.4991608,9.989340782,27.08765602,42.46425247,61.55800247,30.42462349,5027.490234
2017/11/10,226.1771393,9.943056107,27.04787827,43.03914261,61.75317001,30.47322845,5020.310059
2017/11/17,226.0351257,9.961568832,27.35931015,42.50322342,61.9093132,30.49266815,5017.450195
2017/11/24,228.1469574,9.970826149,27.85410118,41.78217316,61.36283112,30.22049522,5064.22998
2017/12/1,231.7835236,9.981994629,27.6600666,41.26573563,59.56723022,29.74420357,5145.209961
2017/12/8,232.6832123,9.981994629,27.82499886,41.66523743,59.25494766,29.63727951,5165.189941
2017/12/15,234.8802643,10.00055027,27.76679039,41.40215683,58.51328659,29.37482834,5214.100098
2017/12/22,235.5768433,9.940253258,28.22277641,41.03188324,58.31810379,29.28734207,5229.790039
2017/12/29,234.8062592,9.998790741,28.25564003,41.21519089,58.33763123,29.3534832,5212.759766
2018/1/5,240.9708252,9.970890999,29.00239182,40.59116745,57.08809662,28.64347649,5349.689941
2018/1/12,244.8427277,9.942986488,29.7335453,39.78187561,55.95571136,28.21552658,5435.919922
2018/1/19,246.9831848,9.887177467,30.25022697,39.62587357,55.3699913,27.97237015,5483.569824
2018/1/26,252.5009308,9.896477699,30.47444916,39.40160751,54.27664948,27.36935043,5606.080078
2018/2/2,242.8544769,9.823854446,29.26560783,40.8641777,56.50238419,28.46840477,5392.209961
2018/2/9,230.4586487,9.795894623,27.29636765,42.67776871,59.2747879,29.87869263,5116.990234
2018/2/16,240.5332489,9.777252197,29.09987831,40.8641777,56.81476212,28.60457039,5340.819824
2018/2/23,241.9126434,9.767934799,29.1778717,40.70817184,56.58047485,28.44895363,5371.560059
2018/3/2,237.1084747,9.787563324,28.65143776,41.08843613,58.33763123,29.0325222,5265.240234
2018/3/9,245.6038055,9.768883705,29.34359741,39.41135788,56.46333694,28.04045486,5454.029785
2018/3/16,242.6641846,9.787563324,29.31435013,39.71362686,57.36143494,28.3905983,5388.740234
2018/3/23,228.2386627,9.787563324,27.96903038,41.60874176,60.69891739,30.13143158,5069.029785
2018/4/2,227.7132111,9.858671188,27.93195534,42.03820038,60.38624191,30.18012238,5057.689941
2018/4/6,229.7671967,9.839947701,28.08805466,41.43305588,59.526371,29.9171772,5103.350098
2018/4/13,234.4578857,9.821220398,28.38074112,40.4765358,58.47107697,29.3133812,5207.569824
2018/4/20,235.7189026,9.755683899,28.48805809,40.0763588,58.23657227,29.14782524,5235.75
2018/4/27,235.7093658,9.746324539,28.21878815,40.31060028,58.66650391,29.16730499,5235.72998
2018/5/4,235.2125854,9.767907143,28.16610718,40.1251564,58.74467468,29.22573471,5224.709961
2018/5/11,241.0592346,9.758522034,28.87245178,39.05150986,57.37670135,28.5245533,5354.689941
2018/5/18,239.9223785,9.711603165,28.89781952,38.57324219,57.65029907,28.67063332,5329.660156
2018/5/25,240.7057495,9.777287483,28.84220695,38.59276962,57.51350021,28.61219978,5347.310059
2018/6/1,242.0050201,9.808238029,28.91732979,38.11450577,57.73823547,28.45637894,5376.290039
2018/6/8,246.0078278,9.78002739,29.49294662,37.51911545,56.18460846,28.00839996,5465.419922
2018/6/15,246.1798248,9.789432526,29.4246521,37.27510834,56.69271469,27.97918701,5469.370117
2018/6/22,244.030304,9.78002739,28.93684387,37.27075195,57.86485291,28.25015259,5421.629883
2018/6/29,240.8264008,9.829915047,28.23823738,38.18075562,58.61876297,28.64075279,5350.830078
2018/7/6,244.578064,9.848766327,28.33621597,37.04570389,58.20754242,28.211092,5434.359863
2018/7/13,248.3489227,9.858190536,28.57137489,37.18268585,56.87596893,27.79119873,5518.330078
2018/7/20,248.4353027,9.829915047,28.61056519,37.00656128,56.80743027,27.79119873,5520.5
2018/7/27,249.9512787,9.801642418,28.53218079,37.74042892,55.97518921,27.63496017,5554.310059
2018/8/3,251.947052,9.843203545,28.17944908,37.51537704,55.97518921,27.44942093,5598.709961
2018/8/10,251.486496,9.871543884,28.14025497,37.24139786,56.23954773,27.5177784,5588.660156
2018/8/17,253.1464539,9.871543884,27.75910759,37.07505035,55.40731049,27.34200859,5625.660156
2018/8/24,255.362915,9.89043808,28.33817863,36.40967941,55.16254044,27.10764694,5675.120117
2018/8/31,257.8672485,9.88479805,28.70854568,36.07699203,54.79048157,26.85375786,5730.799805
2018/9/7,255.3244781,9.846926689,28.03247643,36.6543045,54.87859726,27.13694382,5674.580078
2018/9/14,258.4045715,9.827990532,28.47339058,36.47816849,54.39883804,26.83422852,5743.189941
2018/9/21,260.6210327,9.799585342,28.32641983,36.7130127,53.26308823,26.63892746,5792.720215
2018/9/28,259.2951355,9.830879211,28.42158318,37.0368309,53.83422852,26.78351593,5763.419922
2018/10/5,256.8379822,9.73598671,27.56805229,38.47076797,53.86368561,27.038414,5708.899902
2018/10/12,246.3829041,9.754964828,26.46925545,40.5529213,56.15179062,28.17563629,5476.830078
2018/10/19,246.4888916,9.73598671,26.14059639,40.63149261,55.90628052,28.16583252,5479.299805
2018/10/26,236.7854309,9.773944855,25.08104324,42.20293427,57.5953598,29.32266045,5263.740234
2018/11/2,242.5766907,9.72074604,26.04249001,40.39578247,56.30891418,28.58738708,5392.529785
2018/11/9,247.9342651,9.739769936,25.70794487,40.36631012,54.64930344,27.97956276,5511.790039
2018/11/16,244.1087952,9.777817726,25.35672188,40.94577789,55.80809021,28.40111732,5426.859863
2018/11/23,234.9064178,9.777817726,24.92897606,41.9966774,58.41042709,29.52853584,5222.430176
2018/11/30,246.431076,9.810228348,25.30080032,40.72970963,55.50365829,28.18543816,5478.910156
2018/12/7,235.2051392,9.876964569,24.5708847,43.07704544,57.95870209,29.4697113,5229.439941
2018/12/14,232.3053284,9.876964569,24.25399971,44.11811829,58.67557526,29.8520565,5165.600098
2018/12/21,215.9680176,9.924635887,23.19248199,48.13510895,62.99645615,32.07748032,4802.509766
2018/12/28,222.2143707,9.94370079,23.71065331,46.36839676,61.10053635,31.10387611,4941.609863
2019/1/4,226.436676,10.00582218,23.88261414,44.87169266,60.06643677,30.48455238,5035.450195
2019/1/11,232.2569122,9.986707687,24.19214058,42.82356262,58.64823532,29.73743057,5165.149902
2019/1/18,238.9777679,9.95803833,24.46727371,41.76011276,56.95428848,28.91166306,5314.779785
2019/1/25,238.4644928,9.996263504,24.72766876,41.77980804,56.92473984,29.00013733,5303.509766
2019/2/1,242.3091431,10.0584631,24.66379738,41.24808121,56.18609619,28.55776215,5389.189941
2019/2/8,242.5706024,10.09678268,24.60484123,41.11022949,56.06791306,28.52827454,5395.120117
2019/2/15,248.7878723,10.08720303,24.69327545,39.45596695,54.35425949,27.83030319,5533.27002
2019/2/22,250.3954468,10.08720303,24.6411953,38.98333359,54.04895782,27.68284225,5569.450195
2019/3/1,251.5478821,10.05268002,24.61466599,38.98333359,54.06865311,27.55504608,5595.109863
2019/3/8,246.202179,10.11989212,23.98578835,40.68681717,55.28002548,28.17437172,5476.390137
2019/3/15,253.4556885,10.13909149,24.30022812,39.86953735,54.4428978,27.38792801,5637.77002
2019/3/22,251.5523376,10.22550583,24.13514709,41.09093857,55.18525696,27.60836601,5595.5
2019/3/29,254.6483002,10.27834797,24.42206001,40.18264008,54.31588364,27.28275108,5664.459961
2019/4/5,259.9639893,10.23985195,24.75235367,39.10649109,53.33784103,26.74992561,5782.700195
2019/4/12,261.4146729,10.22060299,24.84108925,39.02750778,53.3477211,26.61178207,5815.040039
2019/4/22,261.5022888,10.21098042,24.64882851,39.68899536,53.1896553,26.63151741,5817.160156
2019/4/26,264.3840332,10.25909901,24.7967205,38.91891098,53.17977905,26.36510277,5881.47998
2019/5/3,264.9584351,10.27361488,24.82136917,38.37589645,53.28844833,26.31576729,5894.299805
2019/5/10,259.3895874,10.29290867,24.14599228,39.37306595,54.32576752,26.88806343,5770.439941
2019/5/17,257.5982056,10.32184792,24.00894547,40.29124069,54.69129181,27.09527397,5730.890137
2019/5/24,254.6580048,10.35078621,23.55442047,40.8638649,55.08646011,27.41102791,5665.600098
2019/5/31,248.0766602,10.47153664,23.0900383,42.22632599,56.76592636,28.16093063,5519.27002
2019/6/7,259.1462097,10.4908762,23.45483971,40.84412003,54.20721054,26.95713234,5765.660156
2019/6/14,260.4994812,10.4908762,23.44990921,40.63678741,53.97999191,26.83872795,5795.959961
2019/6/21,266.263031,10.52955246,23.51991272,39.93582153,52.73521423,26.28616333,5924.540039
2019/6/28,265.5222778,10.59245491,23.54061699,39.4992485,53.07866287,26.38120079,5908.25
2019/7/5,270.0126648,10.58276463,23.65301514,39.23149109,52.39384079,25.92515564,6008.310059
2019/7/12,272.2334595,10.54399872,23.87485504,39.40007782,51.62961578,25.74670219,6057.77002
2019/7/19,268.9169922,10.58276463,23.82555962,40.00501251,52.00676727,26.06395149,5984.200195
2019/7/26,273.3878784,10.57307339,24.0582428,39.17199326,51.94721603,25.66739082,6083.819824
2019/8/2,264.9841614,10.70418167,23.45286751,40.3719368,53.34663391,26.48033905,5897.100098
2019/8/9,263.9276428,10.75274944,23.14525032,40.85787201,53.64438248,26.58939362,5873.470215
2019/8/16,261.4427185,10.85959625,22.80509567,41.34379959,54.36890793,26.81741524,5818.169922
