Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2019-12-31,294.3542785644531,,10.8659086227417,26.20199966430664,24.93000030517578,36.864013671875,49.27666091918945,23.987241744995117,142.89999389648438,102.4800033569336
2019-12-30,293.47564697265625,,10.861977577209473,26.190000534057617,24.822999954223633,36.90397262573242,49.34659957885742,24.047183990478516,142.6300048828125,103.12000274658203
2019-12-27,295.14404296875,,10.861977577209473,26.27899932861328,25.058000564575195,36.834041595458984,49.03687286376953,23.907318115234375,142.3300018310547,103.27999877929688
2019-12-26,295.13421630859375,,10.852165222167969,26.26799964904785,25.07771873474121,36.63423538208008,49.09681701660156,23.897327423095703,142.3800048828125,103.12000274658203
2019-12-24,293.6039733886719,,10.842352867126465,26.158632278442383,24.96531867980957,36.65421676635742,49.26667022705078,24.027202606201172,141.27000427246094,102.16000366210938
2019-12-23,293.63360595703125,,10.832541465759277,26.162609100341797,24.966306686401367,36.7061653137207,49.202728271484375,24.01021957397461,139.9499969482422,101.5999984741211
2019-12-20,293.38677978515625,,10.842352867126465,26.163604736328125,24.919965744018555,36.805694580078125,49.362117767333984,24.040081024169922,139.52000427246094,101.04000091552734
2019-12-19,291.92071533203125,,10.842352867126465,26.04827117919922,24.786861419677734,36.8554573059082,49.501583099365234,24.159536361694336,139.3800048828125,102.23999786376953
2019-12-18,290.6137390136719,,10.832541465759277,25.940893173217773,24.801652908325195,37.00475311279297,49.700828552246094,24.259082794189453,139.02000427246094,101.91999816894531
2019-12-17,290.71197509765625,,10.852165222167969,25.946857452392578,24.75728416442871,37.074424743652344,49.660980224609375,24.249128341674805,139.00999450683594,101.76000213623047
2019-12-16,290.6137390136719,,10.852165222167969,25.939899444580078,24.870668411254883,37.25357437133789,49.730712890625,24.249128341674805,139.0399932861328,100.72000122070312
2019-12-13,288.550048828125,,10.88160228729248,25.740055084228516,24.63404083251953,37.53225326538086,49.88014602661133,24.428308486938477,139.0500030517578,99.91999816894531
2019-12-12,288.4812927246094,,10.832541465759277,25.73110580444336,24.525585174560547,37.373008728027344,49.91999816894531,24.428308486938477,138.42999267578125,98.95999908447266
2019-12-11,285.9851989746094,,10.88160228729248,25.512372970581055,24.42698860168457,37.671592712402344,50.29855728149414,24.63735008239746,138.9199981689453,98.4000015258789
2019-12-10,285.1597595214844,,10.861977577209473,25.42487907409668,24.338253021240234,37.70145797729492,50.348365783691406,24.71698760986328,137.97000122070312,99.12000274658203
2019-12-09,285.45458984375,,10.861977577209473,25.453712463378906,24.3776912689209,37.70145797729492,50.28858947753906,24.687124252319336,137.5800018310547,98.63999938964844
2019-12-06,286.3390197753906,,10.861977577209473,25.535240173339844,24.45952606201172,37.621829986572266,50.119239807128906,24.617441177368164,137.6199951171875,98.55999755859375
2019-12-05,283.73486328125,,10.871789932250977,25.274747848510742,24.251489639282227,38.07966232299805,50.73688888549805,24.836441040039062,139.0,97.5199966430664
2019-12-04,283.2336730957031,,10.8914155960083,25.29264259338379,24.2110652923584,38.08961486816406,50.796661376953125,24.87626075744629,138.9199981689453,97.5199966430664
2019-12-03,281.4255065917969,,10.911035537719727,25.114673614501953,24.066131591796875,38.36829376220703,51.08555603027344,25.025575637817383,139.11000061035156,94.08000183105469
2019-12-02,283.3024597167969,,10.852165222167969,25.251880645751953,24.160781860351562,38.248863220214844,50.547611236572266,24.866302490234375,137.7899932861328,93.36000061035156
